state	year	precinct	precinct_code	g2012_REG_tv	g2012_BALL_tv	cd	ld	sd	g2012_USP_adv	g2012_USP_arv	g2012_USP_atv	g2012_USP_dv	g2012_USP_edv	g2012_USP_erv	g2012_USP_etv	g2012_USP_ldv	g2012_USP_lrv	g2012_USP_ltv	g2012_USP_rv	g2012_USP_tv	g2012_USS_adv	g2012_USS_arv	g2012_USS_atv	g2012_USS_dv	g2012_USS_edv	g2012_USS_erv	g2012_USS_etv	g2012_USS_ldv	g2012_USS_lrv	g2012_USS_ltv	g2012_USS_rv	g2012_USS_tv	g2012_USH_adv	g2012_USH_edv	g2012_USH_ldv	g2012_USH_arv	g2012_USH_erv	g2012_USH_lrv	g2012_USH_atv	g2012_USH_etv	g2012_USH_ltv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	g2012_STH_adv	g2012_STH_edv	g2012_STH_ldv	g2012_STH_arv	g2012_STH_erv	g2012_STH_lrv	g2012_STH_atv	g2012_STH_etv	g2012_STH_ltv	g2012_STH_dv	g2012_STH_rv	g2012_STH_tv	g2012_STS_adv	g2012_STS_edv	g2012_STS_ldv	g2012_STS_arv	g2012_STS_erv	g2012_STS_lrv	g2012_STS_atv	g2012_STS_etv	g2012_STS_ltv	g2012_STS_dv	g2012_STS_rv	g2012_STS_tv
"HI"	2012	"32-03"	165	5714	3464	1	32		980	365	1354	2475	109	39	150	1386	532	1940	936	3444	855	488	1343	2086	92	55	147	1139	787	1926	1330	3416	773	84	1008	569	65	893	1342	149	1901	1865	1527	3392	996	106	1325	326	36	552	1322	142	1877	2427	914	3341												
"HI"	2012	"33-01"	166	2921	2122	1	33		672	237	923	1557	79	28	107	806	270	1081	535	2111	592	323	915	1339	59	49	108	688	384	1072	756	2095	537	63	610	382	45	455	919	108	1065	1210	882	2092	600	65	622	294	39	435	894	104	1057	1287	768	2055												
"HI"	2012	"33-02"	167	210	122	1	33		89	32	122	89	0	0	0	0	0	0	32	122	75	46	121	75	0	0	0	0	0	0	46	121	67	0	0	53	0	0	120	0	0	67	53	120	85	0	0	34	0	0	119	0	0	85	34	119												
"HI"	2012	"33-03"	168	147	97	1	33	16	36	5	42	75	4	0	4	35	16	51	21	97	30	12	42	66	3	0	3	33	18	51	30	96	28	1	33	14	2	18	42	3	51	62	34	96	24	3	34	17	1	15	41	4	49	61	33	94	30	3	36	6	0	10	36	3	46	69	16	85
"HI"	2012	"33-04"	169	3702	2700	1	33	16	884	334	1224	1886	94	36	130	908	413	1337	783	2691	763	435	1198	1587	68	58	126	756	563	1319	1056	2643	718	67	691	492	62	611	1210	129	1302	1476	1165	2641	798	72	767	399	54	518	1197	126	1285	1637	971	2608	894	85	853	214	32	326	1108	117	1179	1832	572	2404
"HI"	2012	"33-05"	170	3494	2392	1	33	16	738	328	1078	1604	89	35	124	777	384	1175	747	2377	613	449	1062	1336	72	49	121	651	519	1170	1017	2353	566	68	578	498	55	591	1064	123	1169	1212	1144	2356	653	67	687	393	54	448	1046	121	1135	1407	895	2302	774	88	782	222	28	296	996	116	1078	1644	546	2190
"HI"	2012	"33-06"	171	5011	3773	1	33	16	1470	525	2011	2715	126	56	183	1119	423	1552	1004	3746	1256	730	1986	2317	114	68	182	947	598	1545	1396	3713	1157	100	830	835	84	697	1992	184	1527	2087	1616	3703	1570	128	1102	403	50	402	1973	178	1504	2800	855	3655	1567	148	1158	265	28	247	1832	176	1405	2873	540	3413
"HI"	2012	"34-01"	172	5674	3695	1		16	1082	374	1474	2569	155	74	231	1332	613	1977	1061	3682	910	545	1455	2208	138	90	228	1160	807	1967	1442	3650	842	137	1016	611	91	942	1453	228	1958	1995	1644	3639													1116	165	1378	249	53	437	1365	218	1815	2659	739	3398
"HI"	2012	"34-02"	173	5449	3867	1		16	1601	372	1984	3004	126	47	174	1277	391	1681	810	3839	1479	489	1968	2694	102	71	173	1113	552	1665	1112	3806	1365	99	963	610	76	706	1975	175	1669	2427	1392	3819													1664	131	1279	218	32	286	1882	163	1565	3074	536	3610
"HI"	2012	"34-03"	174	4242	2893	1			839	280	1131	2016	95	35	130	1082	508	1603	823	2864	728	410	1138	1738	77	55	132	933	663	1596	1128	2866	664	76	816	472	56	770	1136	132	1586	1556	1298	2854																								
"HI"	2012	"35-01"	175	804	389	1		16	130	37	171	283	9	2	11	144	58	204	97	386	119	51	170	257	8	3	11	130	70	200	124	381	108	6	108	63	5	93	171	11	201	222	161	383													128	8	137	32	3	49	160	11	186	273	84	357
"HI"	2012	"35-02"	176	4669	2954	1			966	305	1287	2175	85	32	118	1124	384	1528	721	2933	858	420	1278	1938	75	42	117	1005	511	1516	973	2911	800	68	874	484	50	638	1284	118	1512	1742	1172	2914																								
"HI"	2012	"35-03"	177	0	0	1		18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0
"HI"	2012	"35-04"	178	2261	1449	1			342	135	481	979	43	16	60	594	302	903	453	1444	286	190	476	820	33	27	60	501	397	898	614	1434	261	31	432	216	30	459	477	61	891	724	705	1429																								
"HI"	2012	"35-05"	179	685	510	1		18	161	63	225	351	37	8	46	153	81	235	152	506	138	87	225	286	32	14	46	116	116	232	217	503	120	26	116	104	20	119	224	46	235	262	243	505													163	35	165	40	10	54	203	45	219	363	104	467
"HI"	2012	"35-06"	180	2142	1151	1			300	109	414	803	33	9	42	470	211	688	329	1144	281	134	415	718	22	20	42	415	267	682	421	1139	250	22	378	164	19	296	414	41	674	650	479	1129																								
"HI"	2012	"35-07"	181	980	359	1		20	70	24	96	257	6	1	7	181	71	253	96	356	69	27	96	233	6	1	7	158	96	254	124	357	58	6	143	34	1	110	92	7	253	207	145	352													77	7	180	15	0	59	92	7	239	264	74	338
"HI"	2012	"36-01"	182	5400	3930	1	36	22	1081	429	1522	2597	129	90	222	1387	772	2175	1291	3919	864	636	1500	2114	107	113	220	1143	1014	2157	1763	3877	805	92	1040	698	128	1112	1503	220	2152	1937	1938	3875	762	103	891	725	120	1258	1487	223	2149	1756	2103	3859	1049	146	1407	363	69	656	1412	215	2063	2602	1088	3690
"HI"	2012	"36-02"	183	5441	3879	1	36	22	985	462	1451	2524	145	65	213	1394	773	2189	1300	3853	826	607	1433	2091	107	102	209	1158	1030	2188	1739	3830	750	113	1050	692	97	1122	1442	210	2172	1913	1911	3824	693	106	956	716	102	1209	1409	208	2165	1755	2027	3782	993	142	1471	363	56	606	1356	198	2077	2606	1025	3631
"HI"	2012	"36-03"	184	4096	2615	1	36	18	613	315	933	1685	63	41	106	1009	545	1570	901	2609	510	417	927	1413	58	48	106	845	712	1557	1177	2590	450	55	741	474	51	798	924	106	1539	1246	1323	2569	462	59	806	442	46	716	904	105	1522	1327	1204	2531	600	66	1021	283	39	458	883	105	1479	1687	780	2467
"HI"	2012	"37-01"	185	4249	2891	1	37	18	703	280	992	1992	114	40	156	1175	530	1726	850	2874	594	382	976	1687	87	66	153	1006	711	1717	1159	2846	558	93	896	425	63	804	983	156	1700	1547	1292	2839	792	128	1318	155	19	317	947	147	1635	2238	491	2729	708	121	1198	222	23	424	930	144	1622	2027	669	2696
"HI"	2012	"37-02"	186	4842	3353	1	37	18	1004	391	1406	2296	144	58	202	1148	560	1730	1009	3338	830	568	1398	1927	129	69	198	968	749	1717	1386	3313	784	125	872	618	75	837	1402	200	1709	1781	1530	3311	1105	166	1262	214	29	362	1319	195	1624	2533	605	3138	977	155	1191	328	41	454	1305	196	1645	2323	823	3146
"HI"	2012	"37-03"	187	4437	3147	1	37	18	884	366	1260	2108	116	43	160	1108	582	1719	991	3139	739	501	1240	1804	98	61	159	967	738	1705	1300	3104	669	93	861	571	66	840	1240	159	1701	1623	1477	3100	1000	124	1229	210	27	407	1210	151	1636	2353	644	2997	894	110	1128	257	39	494	1151	149	1622	2132	790	2922
"HI"	2012	"37-04"	188	3225	2145	1	37	18	515	233	755	1432	97	56	154	820	399	1227	688	2136	405	347	752	1160	78	75	153	677	545	1222	967	2127	383	73	612	367	78	602	750	151	1214	1068	1047	2115	549	106	881	136	40	247	685	146	1128	1536	423	1959	495	96	803	188	50	344	683	146	1147	1394	582	1976
"HI"	2012	"38-01"	189	4519	2577	1			672	248	923	1915	72	29	101	1171	363	1542	640	2566	568	346	914	1614	60	39	99	986	542	1528	927	2541	523	55	876	390	46	642	913	101	1518	1454	1078	2532																								
"HI"	2012	"38-02"	190	4084	2194	1			689	191	882	1654	59	24	85	906	302	1212	517	2179	620	263	883	1444	53	32	85	771	434	1205	729	2173	564	51	719	315	34	480	879	85	1199	1334	829	2163																								
"HI"	2012	"38-03"	191	2166	1146	1			295	109	406	875	41	14	56	539	132	676	255	1138	270	129	399	763	32	24	56	461	209	670	362	1125	260	25	399	143	32	272	403	57	671	684	447	1131																								
"HI"	2012	"38-04"	192	900	395	1		20	107	28	135	303	9	0	9	187	61	249	89	393	89	44	133	251	6	2	8	156	89	245	135	386	86	7	132	44	2	111	130	9	243	225	157	382													116	6	190	17	3	50	133	9	240	312	70	382
"HI"	2012	"39-01"	193	816	456	1	39		107	42	152	332	14	3	17	211	71	284	116	453	95	57	152	292	13	4	17	184	100	284	161	453	91	14	165	59	3	116	150	17	281	270	178	448	118	15	233	26	2	40	144	17	273	366	68	434												
"HI"	2012	"39-02"	194	6995	4175	2	39	18	933	437	1377	2784	213	114	328	1638	804	2457	1355	4162	808	568	1376	2375	163	165	328	1404	1029	2433	1762	4137	1075	258	1931	272	62	455	1347	320	2386	3264	789	4053	1024	238	1920	279	78	425	1303	316	2345	3182	782	3964	931	216	1595	358	87	677	1289	303	2272	2742	1122	3864
"HI"	2012	"39-03"	195	0	0	2	39	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HI"	2012	"39-04"	196	2232	1367	2	39	20	201	117	324	827	137	83	225	489	310	815	510	1364	172	149	321	716	122	100	222	422	388	810	637	1353	238	176	585	76	47	208	314	223	793	999	331	1330	175	132	464	112	85	265	287	217	729	771	462	1233	214	158	490	89	61	298	303	219	788	862	448	1310
"HI"	2012	"39-05"	197	2677	1513	1	39	20	415	195	611	1005	78	45	125	512	255	774	495	1510	345	264	609	861	71	54	125	445	318	763	636	1497	321	63	369	283	62	387	604	125	756	753	732	1485	392	77	494	146	40	199	538	117	693	963	385	1348	440	80	547	124	39	185	564	119	732	1067	348	1415
"HI"	2012	"40-01"	198	827	512	1	40	20	116	57	173	328	34	11	45	178	109	291	177	509	95	78	173	266	27	18	45	144	147	291	243	509	90	28	117	80	16	169	170	44	286	235	265	500	93	23	125	70	20	158	163	43	283	241	248	489	122	32	195	37	12	80	159	44	275	349	129	478
"HI"	2012	"40-02"	199	4584	2882	1	40		489	293	785	1742	179	106	288	1074	707	1798	1106	2871	400	380	780	1447	154	133	287	893	894	1787	1407	2854	351	143	756	430	141	1031	781	284	1787	1250	1602	2852	329	124	743	406	151	993	735	275	1736	1196	1550	2746												
"HI"	2012	"40-03"	200	6097	3152	1	40		575	293	874	2067	148	87	238	1344	655	2027	1035	3139	497	370	867	1816	136	97	233	1183	831	2014	1298	3114	450	129	1019	414	106	971	864	235	1990	1598	1491	3089	451	112	1044	374	117	920	825	229	1964	1607	1411	3018												
"HI"	2012	"40-04"	201	205	117	1	40		77	35	115	79	2	0	2	0	0	0	35	117	71	42	113	73	2	0	2	0	0	0	42	115	70	1	0	44	1	0	114	2	0	71	45	116	61	2	0	40	0	0	101	2	0	63	40	103												
"HI"	2012	"41-01"	202	139	63	1	41		14	4	18	38	3	2	5	21	19	40	25	63	11	7	18	30	2	3	5	17	23	40	33	63	10	2	17	8	3	23	18	5	40	29	34	63	8	3	22	10	1	16	18	4	38	33	27	60												
"HI"	2012	"41-02"	203	8028	4888	1	41		963	554	1533	2928	397	270	671	1568	1058	2663	1882	4867	797	722	1519	2480	336	326	662	1347	1298	2645	2346	4826	733	321	1180	784	344	1443	1517	665	2623	2234	2571	4805	861	361	1369	564	276	1132	1425	637	2501	2591	1972	4563												
"HI"	2012	"41-03"	204	4018	2242	1	41		645	186	846	1640	170	60	231	825	329	1159	575	2236	558	278	836	1401	139	90	229	704	448	1152	816	2217	514	132	599	314	98	539	828	230	1138	1245	951	2196	591	149	755	213	74	350	804	223	1105	1495	637	2132												
"HI"	2012	"41-04"	205	601	313	1	41	20	61	16	77	237	25	3	28	151	57	208	76	313	53	22	75	205	16	11	27	136	69	205	102	307	49	16	116	27	12	86	76	28	202	181	125	306	54	19	138	23	7	64	77	26	202	211	94	305	63	21	168	13	5	33	76	26	201	252	51	303
"HI"	2012	"42-01"	206	7323	4578	1	42	20	789	425	1226	2930	484	264	752	1657	898	2572	1587	4550	676	547	1223	2452	399	350	749	1377	1195	2572	2092	4544	631	371	1241	580	375	1302	1211	746	2543	2243	2257	4500	946	537	1875	215	192	589	1161	729	2464	3358	996	4354	955	519	1851	209	204	621	1164	723	2472	3325	1034	4359
"HI"	2012	"42-02"	207	2763	1660	2	42	20	266	154	428	1103	130	47	181	707	325	1046	526	1655	224	200	424	923	108	73	181	591	438	1029	711	1634	311	144	772	111	32	233	422	176	1005	1227	376	1603	310	136	713	116	41	308	426	177	1021	1159	465	1624	295	133	656	123	42	349	418	175	1005	1084	514	1598
"HI"	2012	"42-03"	208	4143	2640	2	42	20	409	302	719	1450	264	182	450	777	662	1467	1146	2636	341	366	707	1217	231	212	443	645	812	1457	1390	2607	488	327	1001	199	116	421	687	443	1422	1816	736	2552	496	316	922	197	124	475	693	440	1397	1734	796	2530	444	291	879	229	139	537	673	430	1416	1614	905	2519
"HI"	2012	"43-01"	209	200	119	1	43	20	74	41	117	75	1	0	1	0	0	0	41	118	65	50	115	66	1	0	1	0	0	0	50	116	55	1	0	60	0	0	115	1	0	56	60	116	70	1	0	38	0	0	108	1	0	71	38	109	90	1	0	22	0	0	112	1	0	91	22	113
"HI"	2012	"43-02"	210	622	245	1	43	20	32	15	48	158	34	18	52	92	51	144	84	244	35	14	49	150	29	23	52	86	57	143	94	244	32	31	81	17	21	59	49	52	140	144	97	241	37	31	93	8	21	38	45	52	131	161	67	228	37	32	95	10	20	40	47	52	135	164	70	234
"HI"	2012	"43-03"	211	1635	897	1	43	21	144	106	251	489	94	68	163	251	225	480	399	894	131	121	252	436	80	83	163	225	251	476	455	891	123	80	201	120	80	264	243	160	465	404	464	868	135	93	260	90	60	186	225	153	446	488	336	824	134	95	246	87	60	194	221	155	440	475	341	816
"HI"	2012	"43-04"	212	5609	2755	2	43	21	572	125	712	2116	188	59	249	1356	392	1777	576	2738	516	191	707	1895	158	92	250	1221	556	1777	839	2734	576	198	1462	119	49	286	695	247	1748	2236	454	2690	561	182	1385	128	64	345	689	246	1730	2128	537	2665	571	187	1417	116	62	317	687	249	1734	2175	495	2670
"HI"	2012	"43-05"	213	3601	1761	2	43	21	289	124	419	1149	100	63	164	760	385	1169	572	1752	254	158	412	1013	83	79	162	676	488	1164	725	1738	333	116	879	79	44	262	412	160	1141	1328	385	1713	305	101	775	98	56	352	403	157	1127	1181	506	1687	312	119	838	89	40	293	401	159	1131	1269	422	1691
"HI"	2012	"44-01"	214	6937	3344	2	44	21	685	199	900	2437	195	72	273	1557	552	2147	823	3320	621	277	898	2202	179	88	267	1402	730	2132	1095	3297	748	203	1716	140	66	371	888	269	2087	2667	577	3244	665	178	1553	200	79	521	865	257	2074	2396	800	3196	738	209	1663	158	51	437	896	260	2100	2610	646	3256
"HI"	2012	"44-02"	215	3961	1962	2	44	21	323	172	506	1342	108	54	163	911	341	1280	567	1949	304	197	501	1211	97	66	163	810	464	1274	727	1938	353	121	974	133	40	260	486	161	1234	1448	433	1881	327	103	902	161	57	311	488	160	1213	1332	529	1861	365	116	922	137	46	318	502	162	1240	1403	501	1904
"HI"	2012	"45-01"	216	4041	2740	1	45	18	722	327	1055	1765	83	58	141	960	555	1534	940	2730	634	416	1050	1533	79	61	140	820	711	1531	1188	2721	584	65	708	464	72	809	1048	137	1517	1357	1345	2702	537	58	576	483	77	916	1020	135	1492	1171	1476	2647	760	95	995	230	38	435	990	133	1430	1850	703	2553
"HI"	2012	"45-02"	217	1206	701	1	45	22	127	69	200	439	31	11	43	281	168	454	248	697	119	79	198	402	28	15	43	255	198	453	292	694	107	24	226	92	17	222	199	41	448	357	331	688	125	24	216	65	16	217	190	40	433	365	298	663	124	24	287	62	15	139	186	39	426	435	216	651
"HI"	2012	"45-03"	218	97	26	2	45	22	8	14	22	10	2	2	4	0	0	0	16	26	11	11	22	13	2	2	4	0	0	0	13	26	12	2	0	9	2	0	21	4	0	14	11	25	7	2	0	13	2	0	20	4	0	9	15	24	6	2	0	14	2	0	20	4	0	8	16	24
"HI"	2012	"45-04"	219	4014	1859	2	45	23	352	154	518	1254	58	24	84	844	373	1243	551	1845	312	198	510	1109	55	29	84	742	485	1227	712	1821	387	59	898	106	23	279	493	82	1177	1344	408	1752	275	49	613	229	31	570	504	80	1183	937	830	1767	280	55	724	213	25	441	493	80	1165	1059	679	1738
"HI"	2012	"45-05"	220	130	67	2	45	23	51	13	64	54	3	0	3	0	0	0	13	67	50	14	64	52	2	1	3	0	0	0	15	67	55	3	0	4	0	0	59	3	0	58	4	62	56	2	0	6	1	0	62	3	0	58	7	65	39	2	0	19	0	0	58	2	0	41	19	60
"HI"	2012	"46-01"	221	1236	714	1	46	22	153	86	241	439	40	17	57	246	159	414	262	712	132	106	238	366	30	26	56	204	210	414	342	708	125	30	196	113	25	210	238	55	406	351	348	699	146	39	231	76	15	134	222	54	365	416	225	641	156	40	243	70	13	138	226	53	381	439	221	660
"HI"	2012	"46-02"	222	4026	2169	2	46	22	596	176	778	1563	52	15	68	915	379	1317	570	2163	555	213	768	1421	44	24	68	822	483	1305	720	2141	626	57	1008	113	7	246	739	64	1254	1691	366	2057	619	49	973	130	15	281	749	64	1254	1641	426	2067	619	48	982	126	14	279	745	62	1261	1649	419	2068
"HI"	2012	"46-03"	223	4281	2608	2	46	22	633	240	884	1828	75	28	103	1120	478	1609	746	2596	566	308	874	1624	68	35	103	990	608	1598	951	2575	692	75	1221	147	21	315	839	96	1536	1988	483	2471	668	78	1185	174	17	329	842	95	1514	1931	520	2451	657	66	1169	186	25	360	843	91	1529	1892	571	2463
"HI"	2012	"46-04"	224	2082	981	2	46	22	154	55	210	666	7	6	13	505	238	754	299	977	139	68	207	591	6	7	13	446	305	751	380	971	123	8	602	73	4	124	196	12	726	733	201	934	161	8	598	39	4	134	200	12	732	767	177	944	159	8	595	43	5	136	202	13	731	762	184	946
"HI"	2012	"47-01"	225	3074	1711	2	47	23	361	134	497	1164	30	27	58	773	357	1151	518	1706	321	173	494	1024	23	34	57	680	461	1141	668	1692	386	34	857	90	23	241	476	57	1098	1277	354	1631	255	21	600	190	31	442	445	52	1042	876	663	1539	304	24	675	163	30	423	467	54	1098	1003	616	1619
"HI"	2012	"47-02"	226	2795	1619	2	47	23	208	159	373	975	37	20	60	730	410	1178	589	1611	179	191	370	875	35	23	58	661	499	1160	713	1588	234	43	814	117	14	296	351	57	1110	1091	427	1518	153	31	591	183	20	466	336	51	1057	775	669	1444	179	27	640	174	29	465	353	56	1105	846	668	1514
"HI"	2012	"47-03"	227	3465	2005	2	47	23	139	178	322	652	31	41	73	482	1103	1606	1322	2001	142	177	319	645	28	43	71	475	1115	1590	1335	1980	194	41	875	115	30	639	309	71	1514	1110	784	1894	94	23	339	209	47	1229	303	70	1568	456	1485	1941	141	33	617	169	38	925	310	71	1542	791	1132	1923
"HI"	2012	"47-04"	228	5040	2773	2	47	23	391	237	641	1395	135	79	221	869	991	1900	1307	2762	341	294	635	1258	120	99	219	797	1068	1865	1461	2719	442	161	1163	169	57	645	611	218	1808	1766	871	2637	269	105	682	319	109	1136	588	214	1818	1056	1564	2620	320	124	859	308	93	961	628	217	1820	1303	1362	2665
"HI"	2012	"48-01"	229	3198	2076	2		23	433	209	650	1377	172	61	235	772	384	1181	654	2066	376	266	642	1206	151	85	236	679	489	1168	840	2046	488	187	867	144	45	272	632	232	1139	1542	461	2003													314	123	600	319	110	548	633	233	1148	1037	977	2014
"HI"	2012	"48-02"	230	1262	813	2		23	178	58	240	570	66	30	97	326	143	475	231	812	161	76	237	487	53	42	95	273	197	470	315	802	200	70	353	36	22	105	236	92	458	623	163	786													140	50	298	90	45	163	230	95	461	488	298	786
"HI"	2012	"48-03"	231	3297	2331	2			479	228	714	1522	166	107	278	877	437	1323	772	2315	410	297	707	1296	132	144	276	754	559	1313	1000	2296	563	208	1000	128	69	297	691	277	1297	1771	494	2265																								
"HI"	2012	"48-04"	232	1122	736	2		23	166	81	252	485	102	29	135	217	121	345	231	732	148	103	251	417	77	54	131	192	155	347	312	729	201	113	271	39	19	71	240	132	342	585	129	714													135	77	185	111	55	153	246	132	338	397	319	716
"HI"	2012	"48-05"	233	4410	2926	2			702	328	1043	1912	280	149	435	930	488	1437	965	2915	595	444	1039	1609	243	185	428	771	654	1425	1283	2892	797	324	1048	214	98	347	1011	422	1395	2169	659	2828																								
"HI"	2012	"48-06"	234	4104	2561	2			614	218	842	1835	223	89	314	998	377	1392	684	2548	508	327	835	1560	185	127	312	867	512	1379	966	2526	664	238	1087	153	69	266	817	307	1353	1989	488	2477																								
"HI"	2012	"49-01"	235	4795	3098	2			709	289	1012	2143	286	118	409	1148	486	1661	893	3082	603	395	998	1814	240	163	403	971	678	1649	1236	3050	800	317	1249	175	81	359	975	398	1608	2366	615	2981																								
"HI"	2012	"49-02"	236	2534	1697	2			493	131	629	1263	140	40	182	630	234	878	405	1689	443	181	624	1123	127	55	182	553	316	869	552	1675	538	148	688	72	32	155	610	180	843	1374	259	1633																								
"HI"	2012	"49-03"	237	3901	2837	2			829	250	1084	2100	304	95	400	967	355	1337	700	2821	692	381	1073	1759	257	135	392	810	521	1331	1037	2796	896	321	1075	161	73	230	1057	394	1305	2292	464	2756																								
"HI"	2012	"49-04"	238	3565	2403	2			720	247	972	1708	222	85	311	766	322	1096	654	2379	629	338	967	1475	187	117	304	659	425	1084	880	2355	788	247	867	143	59	207	931	306	1074	1902	409	2311																								
"HI"	2012	"49-05"	239	838	580	2			124	58	187	379	31	23	54	224	106	335	187	576	104	83	187	313	27	27	54	182	146	328	256	569	141	41	257	39	12	67	180	53	324	439	118	557																								
"HI"	2012	"49-06"	240	1673	1256	2		25	322	138	467	829	133	60	195	374	201	588	399	1250	275	185	460	715	118	74	192	322	257	579	516	1231	373	152	432	68	40	129	441	192	561	957	237	1194													285	117	323	165	76	235	450	193	558	725	476	1201
"HI"	2012	"50-01"	241	4445	2783	2			493	311	817	1639	245	147	395	901	632	1550	1090	2762	406	401	807	1334	196	195	391	732	805	1537	1401	2735	601	290	1091	183	95	408	784	385	1499	1982	686	2668																								
"HI"	2012	"50-02"	242	5871	3845	2		25	745	301	1061	2537	289	145	437	1503	785	2330	1231	3828	617	432	1049	2105	249	184	433	1239	1068	2307	1684	3789	845	327	1736	171	100	494	1016	427	2230	2908	765	3673													676	248	1345	352	181	911	1028	429	2256	2269	1444	3713
"HI"	2012	"50-03"	243	6430	4159	2		25	863	402	1279	2680	280	166	452	1537	814	2408	1382	4139	725	550	1275	2219	223	224	447	1271	1101	2372	1875	4094	954	320	1756	273	112	568	1227	432	2324	3030	953	3983													761	260	1329	486	180	992	1247	440	2321	2350	1658	4008
"HI"	2012	"50-04"	244	214	165	2			33	19	52	117	11	6	17	73	21	95	46	164	29	24	53	93	10	7	17	54	40	94	71	164	39	15	74	7	2	17	46	17	91	128	26	154																								
"HI"	2012	"51-01"	245	2091	1502	2	51		350	147	501	1049	123	36	163	576	247	830	430	1494	285	200	485	866	105	55	160	476	349	825	604	1470	379	137	656	85	22	152	464	159	808	1172	259	1431	372	130	624	89	30	166	461	160	790	1126	285	1411												
"HI"	2012	"51-02"	246	2860	2090	2	51	25	399	243	649	1292	128	78	209	765	432	1222	753	2080	328	316	644	1090	106	102	208	656	562	1218	980	2070	485	155	911	136	52	281	621	207	1192	1551	469	2020	438	146	881	172	63	284	610	209	1165	1465	519	1984	376	116	695	236	91	500	612	207	1195	1187	827	2014
"HI"	2012	"51-03"	247	1652	1133	2	51	25	195	105	305	737	59	47	109	483	220	715	372	1129	163	138	301	637	56	53	109	418	292	710	483	1120	221	78	527	61	29	154	282	107	681	826	244	1070	248	80	567	47	27	128	295	107	695	895	202	1097	175	60	426	120	47	275	295	107	701	661	442	1103
"HI"	2012	"51-04"	248	4246	2938	2	51	25	700	271	982	1977	225	119	348	1052	516	1594	906	2924	571	398	969	1641	192	154	346	878	705	1583	1257	2898	795	264	1196	153	76	336	948	340	1532	2255	565	2820	776	259	1217	175	79	323	951	338	1540	2252	577	2829	594	207	893	337	132	637	931	339	1530	1694	1106	2800
"HI"	2012	"51-05"	249	2838	1586	2	51	25	318	97	419	1182	77	27	104	787	249	1053	373	1576	287	133	420	1061	64	38	102	710	337	1047	508	1569	339	70	814	71	30	212	410	100	1026	1223	313	1536	346	86	870	71	17	138	417	103	1008	1302	226	1528	267	61	656	141	41	367	408	102	1023	984	549	1533
"HI"	2012	"51-06"	250	2965	1744	2	51	25	427	67	499	1457	100	15	116	930	183	1123	265	1738	379	114	493	1304	87	29	116	838	276	1114	419	1723	424	100	916	69	13	173	493	113	1089	1440	255	1695	440	102	968	53	11	119	493	113	1087	1510	183	1693	341	88	692	149	28	391	490	116	1083	1121	568	1689
"HI"	2012	"Overseas 1"	251	0	278	1			233	43	278	233	0	0	0	0	0	0	43	278	194	58	252	194	0	0	0	0	0	0	58	252	209	0	0	48	0	0	257	0	0	209	48	257																								
"HI"	2012	"Overseas 2"	252	0	198	2			159	35	198	159	0	0	0	0	0	0	35	198	136	39	175	136	0	0	0	0	0	0	39	175	125	0	0	40	0	0	165	0	0	125	40	165																								
"HI"	2012	"PRES"	253	0	0				0	0	0	0	0	0	0	0	0	0	0	0			0	0			0			0	0	0																																				
