0.000000	0.026083	0.024917	0.072584
0.000000	-0.001705	-0.004630	-0.011747
["DEM":0.500000,"REP":0.500000]	["DEM":0.467307,"REP":0.532693]	["DEM":0.407090,"REP":0.592910]	["DEM":0.419078,"REP":0.580922]
