[0.535972,0.291689,0.518323,0.345808,0.279297,0.609148,0.152722,0.489278,0.185991,0.090335,0.371547,0.093474,0.106707,0.225768,0.163623,0.353771,0.191212,0.305934]	[215.786948,210.889610,174.425233,244.553109,342.365170,323.640544,308.158018,283.884082,201.352796,177.026917,335.668541,232.925334,236.828724,217.121197,155.311153,114.378196,204.538870,263.267941]	3933
[0.239888,0.230314,0.337487,0.445911,0.372994,0.429476,0.161078,0.486940,0.247533,0.093116,0.287697,0.100946,0.119991,0.226711,0.120986,0.358558,0.192115,0.194315]	[207.780879,218.224017,179.129424,235.081737,327.222804,345.442754,313.663319,284.344474,206.212171,179.782690,313.326113,241.669233,242.216235,209.677622,138.871149,150.965168,189.144102,263.944790]	2138
[0.521858,0.426632,0.729790,0.454122,0.395945,0.409718,0.125132,0.465284,0.261109,0.267321,0.345966,0.117739,0.210352,0.172064,0.097592,0.499555,0.168508,0.295041]	[213.761444,198.352477,134.945926,239.949871,340.940300,325.960745,327.873591,284.895056,227.715595,144.758056,310.310742,245.246600,215.434448,262.872252,128.012739,174.572821,251.629634,211.887258]	3950
[0.236176,0.440966,0.253735,0.615407,0.423942,0.515262,0.094619,0.453042,0.314747,0.249107,0.438546,0.258938,0.274820,0.109960,0.210094,0.240239,0.168131,0.290775]	[209.737143,199.120567,164.733464,252.990208,331.102719,330.251998,327.472369,291.707683,223.606557,152.508711,289.239742,246.252990,236.742318,226.103226,126.412832,138.926579,208.757205,251.655236]	3691
[0.237651,0.332699,0.323662,0.690775,0.351634,0.418477,0.085005,0.525706,0.215900,0.266507,0.275625,0.200174,0.222049,0.082869,0.220525,0.236146,0.150118,0.305370]	[190.869135,200.216415,169.517894,236.566040,344.587981,332.627899,333.891562,273.942597,207.561916,153.814650,306.734573,242.636310,227.516395,215.302435,109.129956,163.365197,251.890910,212.920758]	2592
[0.503856,0.251944,0.319353,0.209243,0.473713,0.519839,0.193659,0.537842,0.294666,0.237261,0.344107,0.185762,0.172395,0.122570,0.186170,0.326471,0.146778,0.253694]	[215.390775,197.775864,166.612617,265.908376,358.210104,303.843076,305.427176,286.896093,207.431224,125.427808,326.051148,258.017451,246.489158,217.437698,154.143946,144.863830,248.577076,196.359989]	3906
[0.397059,0.249781,0.151446,0.299230,0.502364,0.278037,0.193384,0.550212,0.150992,0.529592,0.454503,0.162923,0.266502,0.192497,0.460699,0.400805,0.648274,0.210546]	[211.122749,214.588877,162.639198,257.539177,362.313284,317.505919,292.797526,279.919571,208.704531,97.601946,311.829175,267.041616,247.868500,212.187577,141.699128,149.280020,253.877652,201.616750]	3566
[0.443313,0.261402,0.258578,0.601825,0.360736,0.229391,0.147143,0.709034,0.315547,0.221084,0.431042,0.188348,0.293597,0.152167,0.274169,0.333337,0.692329,0.300908]	[211.727367,222.443044,150.862470,246.210972,342.106730,351.307985,287.208852,284.037527,187.237316,144.361707,307.533064,256.722215,256.282283,211.032774,129.854474,158.303348,256.492944,216.706553]	2870
[0.368125,0.540648,0.325289,0.451589,0.270080,0.227863,0.142455,0.511053,0.325637,0.124220,0.373653,0.138710,0.188085,0.159260,0.219083,0.539063,0.429885,0.234337]	[222.849930,205.186400,167.724809,249.525614,336.071055,330.013473,310.275970,270.946810,235.746425,250.860167,307.820482,236.148984,213.185537,130.620425,187.638368,120.607697,255.875424,199.337715]	4310
[0.392639,0.273019,0.275426,0.485916,0.440311,0.651790,0.216068,0.293994,0.336863,0.155145,0.269179,0.167643,0.160492,0.304636,0.269899,0.506769,0.245663,0.326753]	[211.923130,191.186972,176.320356,253.618728,329.276739,336.915525,321.184536,276.205296,240.023134,260.009989,304.989821,236.609484,189.944034,124.964615,182.123558,131.428232,254.625399,213.416456]	3268
[0.410105,0.289184,0.280949,0.357631,0.420143,0.444258,0.174592,0.404547,0.326308,0.128275,0.288736,0.142339,0.107433,0.323949,0.253748,0.341152,0.466851,0.276526]	[214.808804,197.339431,156.978750,249.605016,347.802255,314.178301,328.789137,264.891889,242.545575,255.914022,312.153775,239.768720,140.533312,130.617104,204.188624,125.191179,262.453689,205.290804]	3152
[0.383469,0.235592,0.229109,0.358339,0.468264,0.261579,0.120379,0.356670,0.260559,0.129792,0.407631,0.157154,0.196953,0.263848,0.124034,0.470562,0.554670,0.225439]	[206.138389,206.863911,172.255008,259.113157,334.915288,336.046042,321.691281,273.922205,218.330593,250.105793,304.178862,248.191138,186.025737,122.877390,213.533031,133.365779,256.322223,209.152927]	2733
[0.438377,0.259480,0.224053,0.366570,0.366980,0.198969,0.119938,0.515662,0.336630,0.129792,0.377346,0.158006,0.196953,0.263848,0.124034,0.525608,0.578343,0.221329]	[209.499958,214.062944,164.288676,252.428310,326.025802,351.100232,316.239619,273.956794,221.797456,250.105793,304.931452,247.794618,186.025737,122.877390,213.533031,119.192902,262.124547,202.724147]	1140
[0.373185,0.219202,0.162238,0.354819,0.313985,0.158979,0.113343,0.274098,0.260457,0.129792,0.328330,0.157635,0.196953,0.263848,0.124034,0.409925,0.631923,0.206784]	[204.944769,231.089194,148.271376,244.323508,323.441720,362.532502,305.869730,275.040335,205.068339,250.105793,308.159424,248.377795,186.025737,122.877390,213.533031,169.976261,254.147713,203.148111]	1265
[0.392206,0.217305,0.292216,0.207526,0.292192,0.149422,0.142921,0.314865,0.344266,0.086153,0.378216,0.180469,0.224534,0.282456,0.106203,0.457709,0.653818,0.181786]	[204.010302,199.183816,148.608945,273.367167,338.249601,305.872911,313.753479,325.159936,232.617794,228.648658,290.044454,240.517857,177.472674,143.888420,236.467686,158.472788,261.029078,196.745278]	3282
[0.274125,0.254734,0.321895,0.176004,0.314612,0.391814,0.171234,0.535374,0.341183,0.086153,0.486598,0.180469,0.224534,0.282456,0.106203,0.409492,0.670882,0.171843]	[168.124807,194.046479,170.303294,272.275137,358.400077,298.536895,318.600870,299.378710,234.016259,228.648658,289.447012,240.517857,177.472674,143.888420,236.467686,169.322323,266.748766,198.584219]	1028
[0.300341,0.249316,0.310779,0.131074,0.370439,0.282063,0.181013,0.479434,0.350404,0.101868,0.255366,0.167679,0.153613,0.354396,0.158544,0.179574,0.560916,0.223436]	[187.394606,203.366797,187.984238,259.072084,337.501222,333.847348,329.830699,258.963050,246.005918,207.407703,288.886798,226.738366,143.780557,189.205959,266.328366,140.367904,257.569525,202.317663]	4299
[0.385402,0.402861,0.682846,0.410934,0.367062,0.204591,0.170845,0.298020,0.361522,0.196222,0.280225,0.130196,0.155991,0.266770,0.129383,0.354047,0.558988,0.300783]	[189.513773,200.167000,117.414642,262.242002,331.462594,348.164295,317.447606,264.257958,244.677336,188.027663,291.567768,244.632407,145.247136,180.820281,261.912001,189.296915,262.846708,204.208202]	2730
[0.511703,0.415497,0.904990,0.451418,0.609520,0.559474,0.210674,0.485100,0.352344,0.154788,0.369916,0.299500,0.135722,0.152172,0.127209,0.191971,0.583734,0.268536]	[176.431897,204.259083,114.826644,257.105912,342.412100,317.789959,339.636324,264.089309,232.441114,173.056873,287.604947,238.420848,147.525190,170.242263,273.205563,205.864242,262.746878,209.778070]	1951
[0.337269,0.259904,0.363009,0.267245,0.437123,0.307994,0.244220,0.263556,0.334215,0.218741,0.129430,0.298789,0.252207,0.282344,0.156513,0.230834,0.260678,0.180676]	[153.557414,205.724508,166.609229,261.606535,340.772101,324.619858,317.971986,270.955514,229.058320,131.924340,283.557210,235.846328,173.943216,206.267412,271.744996,193.229476,260.752573,205.565469]	3172
