0.008775	0.000000	0.053559	0.041111	0.080169
0.004085	0.000000	0.021982	0.020312	0.052772
["DEM":0.378875,"REP":0.267272,"GRE":0.000221,"IND":0.000221,"LIB":0.000886,"REF":0.000000,"OTH":0.352524]	["DEM":0.500000,"REP":0.500000,"GRE":0.500000,"IND":0.500000,"LIB":0.500000,"REF":0.500000,"OTH":0.500000]	["DEM":0.255495,"REP":0.294792,"GRE":0.000842,"IND":0.000032,"LIB":0.000453,"REF":0.000000,"OTH":0.448386]	["DEM":0.279872,"REP":0.252964,"GRE":0.000932,"IND":0.001643,"LIB":0.000533,"REF":0.000178,"OTH":0.463878]	["DEM":0.388100,"REP":0.170866,"GRE":0.001069,"IND":0.000254,"LIB":0.000560,"REF":0.000000,"OTH":0.439151]
