state	year	county	precinct	g2012_REG_tv	g2012_USP_lrv	g2012_USP_erv	g2012_USP_arv	g2012_USP_prv	g2012_USP_rv	g2012_USP_ldv	g2012_USP_edv	g2012_USP_adv	g2012_USP_pdv	g2012_USP_dv	g2012_USP_tv	cd	g2012_USH_adv	g2012_USH_arv	g2012_USH_atv	g2012_USH_edv	g2012_USH_erv	g2012_USH_etv	g2012_USH_ldv	g2012_USH_lrv	g2012_USH_ltv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"AR"	2012	"Crittenden"	"CRAWFORDSVILLE - CITY"	668	3	2	0	0	5	2	1	0	0	3	466	1	13	5	18	67	86	161	101	152	267	181	243	446
"AR"	2012	"Crittenden"	"EARLE CITY HALL"	1362	0	0	0	0	0	4	0	0	0	4	784	1	27	18	45	115	67	190	388	86	507	530	171	742
"AR"	2012	"Crittenden"	"EDMONDSON"	417	1	0	0	0	1	0	0	0	0	0	293	1	5	0	5	33	40	76	123	56	194	161	96	275
"AR"	2012	"Crittenden"	"GILMORE"	171	1	0	0	0	1	0	0	0	0	0	100	1	0	0	0	9	6	15	55	12	75	64	18	90
"AR"	2012	"Crittenden"	"HEAFER"	172	1	0	0	0	1	3	0	0	0	3	98	1	3	0	3	10	11	21	22	43	71	35	54	95
"AR"	2012	"Crittenden"	"HORSESHOE FIRE STATION"	174	0	0	0	0	0	1	0	0	0	1	109	1	0	0	2	2	5	8	21	62	90	23	67	100
"AR"	2012	"Crittenden"	"JENNETTE"	159	0	0	0	0	0	0	0	0	0	0	82	1	2	1	3	13	1	15	56	2	60	71	4	78
"AR"	2012	"Crittenden"	"JERICHO"	375	0	1	0	0	1	0	3	0	0	3	257	1	2	3	5	38	101	149	40	47	94	80	151	248
"AR"	2012	"Crittenden"	"MARION FIRE STATION"	3847	6	11	0	0	17	13	35	2	0	50	4508	1	17	61	80	1264	1883	3251	427	575	1065	1708	2519	4396
"AR"	2012	"Crittenden"	"MT PISGAH CHURCH"	76	0	0	0	0	0	1	0	0	0	1	69	1	0	0	0	5	8	13	34	18	55	39	26	68
"AR"	2012	"Crittenden"	"NATIONAL GUARD ARMORY"	664	0	1	0	0	1	2	2	0	0	4	433	1	2	12	14	91	120	226	75	97	184	168	229	424
"AR"	2012	"Crittenden"	"NEIGHBORHOOD CENTER"	944	3	0	0	0	3	2	0	0	0	2	569	1	21	0	22	187	11	212	244	12	272	452	23	506
"AR"	2012	"Crittenden"	"RICHLAND"	1479	1	2	0	0	3	4	7	0	0	11	1150	1	17	32	52	180	498	712	108	241	368	305	771	1132
"AR"	2012	"Crittenden"	"ST LUKE - EARLE"	412	1	0	0	0	1	0	0	0	0	0	238	1	42	3	45	24	1	26	144	6	154	210	10	225
"AR"	2012	"Crittenden"	"SUNSET"	120	0	0	0	0	0	1	0	0	0	1	79	1	3	0	3	15	3	19	47	1	52	65	4	74
"AR"	2012	"Crittenden"	"WEAVER"	2571	1	4	0	0	5	0	5	0	0	5	1301	1	42	3	49	518	47	590	497	31	565	1057	81	1204
"AR"	2012	"Crittenden"	"WM HIGH SCHOOL"	4187	5	6	0	0	11	11	14	2	0	27	2754	1	29	80	111	759	945	1769	394	336	793	1182	1361	2673
"AR"	2012	"Crittenden"	"WONDER BOYS CLUB"	1135	1	0	0	0	1	1	6	0	0	7	549	1	9	0	9	156	18	186	231	15	272	396	33	467
"AR"	2012	"Crittenden"	"WONDER JR HIGH SCHOOL"	879	1	0	0	0	1	0	0	0	0	0	527	1	56	2	59	164	4	181	198	10	222	418	16	462
"AR"	2012	"Crittenden"	"WR GOLDEN COMMUNITY CENTER"	497	2	0	0	0	2	1	0	0	0	1	298	1	6	3	9	28	17	47	185	20	214	219	40	270
"AR"	2012	"Cross"	"Bedford"	0	0	0	0	0	0	0	1	67	87	5		1	3	4	8	33	78	117	16	54	76	52	136	201
"AR"	2012	"Cross"	"Birdeye/Bay Village"	0	0	0	0	0	1	0	0	49	42	1		1	3	1	4	17	36	54	25	45	73	45	82	131
"AR"	2012	"Cross"	"Brushy Lake"	0	3	1	0	4	1	0	0	67	18	3		1	0	3	3	10	14	25	21	58	86	31	75	114
"AR"	2012	"Cross"	"Cherry Valley"	0	3	0	0	3	0	0	0	115	31	0		1	0	0	0	15	24	42	58	101	165	73	125	207
"AR"	2012	"Cross"	"Ellis"	0	2	2	0	4	1	0	1	118	60	3		1	0	3	3	19	46	68	18	102	125	37	151	196
"AR"	2012	"Cross"	"Fair Oaks"	0	0	3	0	3	0	0	0	30	35	0		1	0	0	0	11	24	39	2	24	27	13	48	66
"AR"	2012	"Cross"	"Hickory Ridge City"	0	4	0	0	4	0	0	1	61	3	0		1	0	0	0	4	3	7	27	49	79	31	52	86
"AR"	2012	"Cross"	"Hickory Ridge Township"	0	0	0	0	0	0	0	1	59	15	1		1	0	1	1	8	14	22	13	58	71	21	73	94
"AR"	2012	"Cross"	"Mitchell"	0	1	0	0	1	2	0	0	74	39	2		1	0	2	2	14	37	53	35	61	100	49	100	155
"AR"	2012	"Cross"	"Parkin Ward 1"	0	3	0	0	3	0	0	0	19	7	0		1	2	2	4	13	6	20	55	16	77	70	24	101
"AR"	2012	"Cross"	"Parkin Ward 2"	0	0	0	0	0	0	0	0	20	9	4		1	11	5	16	14	11	25	47	16	70	72	32	111
"AR"	2012	"Cross"	"Parkin Ward 3"	0	1	0	0	1	1	0	0	8	11	6		1	15	6	21	23	10	33	126	13	146	164	29	200
"AR"	2012	"Cross"	"Searcy"	0	3	2	0	5	1	0	2	222	95	7		1	2	7	9	44	86	142	93	180	295	139	273	446
"AR"	2012	"Cross"	"Smith"	0	6	6	0	12	0	0	0	151	461	12		1	4	9	15	90	408	515	50	119	179	144	536	709
"AR"	2012	"Cross"	"Twist"	0	0	0	0	0	0	0	0	0	2	0		1	0	0	0	0	2	3	1	0	1	1	2	4
"AR"	2012	"Cross"	"Tyronza"	0	0	1	0	1	0	0	0	18	25	0		1	0	0	0	9	23	34	17	18	36	26	41	70
"AR"	2012	"Cross"	"Wynne Township"	0	2	1	0	3	0	0	1	106	314	12		1	2	13	15	83	291	387	55	91	151	140	395	553
"AR"	2012	"Cross"	"Wynne Ward 1"	0	0	9	0	9	0	0	0	88	225	21		1	7	21	29	117	205	350	52	77	138	176	303	517
"AR"	2012	"Cross"	"Wynne Ward 2"	0	1	6	0	7	1	0	0	133	311	15		1	12	9	23	136	269	418	49	113	171	197	391	612
"AR"	2012	"Cross"	"Wynne Ward 3"	0	0	4	0	4	2	0	0	48	81	6		1	10	5	15	160	83	253	96	37	148	266	125	416
"AR"	2012	"Cross"	"Wynne Ward 4"	0	2	6	1	9	2	0	2	24	68	8		1	21	8	31	278	79	369	107	22	142	406	109	542
"AR"	2012	"Cross"	"Wynne Ward 5"	0	1	8	0	9	1	0	0	152	560	35		1	12	30	42	174	501	694	63	116	188	249	647	924
"AR"	2012	"Dallas"	"District 1"	421	1	1	0	0	2	67	141	2	2	212	255	4	1	1	2	132	21	156	65	14	82	200	36	242
"AR"	2012	"Dallas"	"District 2"	588	0	0	0	0	0	113	132	3	3	251	357	4	2	8	11	133	44	183	105	35	147	243	89	346
"AR"	2012	"Dallas"	"District 3"	353	0	0	0	0	0	37	92	4	2	135	198	4	3	1	4	84	24	114	42	25	70	131	50	190
"AR"	2012	"Dallas"	"District 4"	557	2	2	0	0	4	53	62	3	0	118	374	4	3	4	7	88	123	214	49	88	146	140	215	367
"AR"	2012	"Dallas"	"District 5"	548	0	2	0	0	2	38	64	6	3	111	407	4	3	11	14	79	130	213	57	110	168	141	253	399
"AR"	2012	"Dallas"	"District 6"	502	4	1	0	0	5	152	52	4	1	209	330	4	4	3	7	47	33	83	148	65	221	201	101	313
"AR"	2012	"Dallas"	"District 7"	482	3	0	0	0	3	126	26	4	1	157	340	4	4	2	6	27	8	35	123	160	293	155	172	337
"AR"	2012	"Dallas"	"District 8"	512	1	0	0	0	1	53	23	1	0	77	380	4	2	6	8	29	89	120	60	186	249	91	283	379
"AR"	2012	"Dallas"	"District 9"	566	0	3	0	0	3	30	30	7	0	67	443	4	7	9	16	54	116	174	44	186	236	106	315	431
"AR"	2012	"Desha"	"1ST METHODIST CHURCH"	649	19	27	0	141	187	0	0	0	2	2	259	1	23	2	26	26	5	32	135	49	191	184	56	249
"AR"	2012	"Desha"	"ARKANSAS CITY HALL"	259	4	43	1	48	96	0	1	0	0	1	176	1	4	4	8	50	21	74	50	24	78	105	51	163
"AR"	2012	"Desha"	"ASSEMBLY OF GOD CHURCH"	742	10	35	0	234	279	0	0	0	5	5	465	1	9	5	14	37	11	48	251	122	387	297	138	449
"AR"	2012	"Desha"	"BAPTIST CHURCH"	31	0	0	0	8	8	0	0	0	0	0	16	1	0	2	2	0	0	0	8	6	14	8	8	16
"AR"	2012	"Desha"	"HALLEY FIRE STATION"	119	0	4	0	18	22	0	0	0	2	2	91	1	0	0	0	5	13	18	28	36	69	33	49	87
"AR"	2012	"Desha"	"KELSO FIRE STATION"	174	0	8	0	15	23	0	0	0	1	1	126	1	0	2	2	12	12	24	23	66	96	35	80	122
"AR"	2012	"Desha"	"MCGEHEE COURT BLDG. 4"	58	0	4	0	8	12	0	0	0	0	0	36	1	0	0	0	4	8	12	10	11	21	14	19	33
"AR"	2012	"Desha"	"MCGEHEE COURT BLDG.1"	782	2	30	0	102	134	0	3	0	1	4	516	1	3	16	19	50	85	135	152	179	338	205	282	494
"AR"	2012	"Desha"	"MCGEHEE HOSPITAL"	684	7	89	3	209	308	0	0	0	0	0	367	1	7	1	8	80	7	89	203	36	246	292	44	346
"AR"	2012	"Desha"	"METHODIST CHURCH 17"	102	1	3	0	84	88	0	0	0	0	0	128	1	1	2	3	3	3	6	85	29	116	89	34	126
"AR"	2012	"Desha"	"MITCHELLVILLE CITY HALL"	262	3	4	2	162	171	0	0	0	0	0	173	1	3	0	3	4	0	4	134	3	141	143	3	150
"AR"	2012	"Desha"	"MUNICIPAL BUILDING"	690	11	33	0	266	310	0	0	0	0	0	360	1	11	3	16	32	5	37	234	32	282	277	40	335
"AR"	2012	"Desha"	"NATL GUARD ARMORY"	676	6	24	0	175	205	0	0	0	1	1	423	1	6	8	14	24	18	42	202	139	351	232	165	407
"AR"	2012	"Desha"	"PENDLETON GIN"	253	1	6	0	38	45	0	0	0	3	3	141	1	1	2	3	6	3	9	51	65	120	60	78	142
"AR"	2012	"Desha"	"PICKENS STORE"	125	1	2	0	23	26	0	0	0	1	1	79	1	2	1	3	2	2	4	25	34	65	29	37	72
"AR"	2012	"Desha"	"RAILROAD DEPOT"	813	9	67	0	182	258	0	1	0	1	2	544	1	12	6	18	91	59	153	214	115	344	317	181	516
"AR"	2012	"Desha"	"RALPH AYECOCK SHOP"	121	0	3	0	20	23	0	0	0	1	1	85	1	0	1	1	6	2	8	36	34	71	42	37	80
"AR"	2012	"Desha"	"REED CITY HALL 1"	178	3	17	0	49	69	0	0	0	0	0	114	1	4	5	9	20	17	38	50	12	66	74	34	113
"AR"	2012	"Desha"	"REED CITY HALL 2"	150	1	5	5	74	85	0	0	0	1	1	90	1	1	0	1	7	0	7	64	4	69	76	5	82
"AR"	2012	"Desha"	"REED CITY HALL 3"	14	0	0	0	4	4	0	0	0	0	0	10	1	0	0	0	1	0	1	4	5	9	5	5	10
"AR"	2012	"Desha"	"WATSON CITY HALL"	358	1	22	0	67	90	0	0	0	1	1	221	1	1	0	1	22	19	48	85	67	161	108	86	210
"AR"	2012	"Drew"	"COLLINS"	156	6	0	30	36	0	0	0	0	0	0		4	0	0	0	10	15	25	35	55	92	45	70	117
"AR"	2012	"Drew"	"ENON"	206	4	0	16	20	0	1	1	0	0	0		4	0	0	0	11	29	40	29	67	96	40	96	136
"AR"	2012	"Drew"	"JEROME"	42	0	0	8	8	0	0	0	0	0	0		4	0	0	0	0	0	0	12	16	28	12	16	28
"AR"	2012	"Drew"	"LACEY"	365	29	0	35	64	1	0	1	0	0	0		4	0	0	0	36	60	97	47	86	137	83	146	234
"AR"	2012	"Drew"	"MARION N BOX 1"	985	175	0	102	277	0	10	13	1	0	0		4	0	0	0	195	213	416	111	183	303	306	396	719
"AR"	2012	"Drew"	"MARION N BOX 2"	521	71	0	29	100	1	0	4	0	0	0		4	0	0	0	76	137	219	43	113	156	119	250	375
"AR"	2012	"Drew"	"MARION SOUTH"	728	62	0	43	105	2	3	6	1	0	0		4	0	0	0	82	183	270	61	191	259	143	374	529
"AR"	2012	"Drew"	"OZMENT"	162	22	0	17	39	0	0	0	0	0	0		4	0	0	0	27	20	47	36	32	68	63	52	115
"AR"	2012	"Drew"	"PLANTERSVILLE"	280	26	0	22	48	1	2	2	0	0	0		4	0	0	0	28	45	76	30	103	135	58	148	211
"AR"	2012	"Drew"	"SELMA"	366	52	0	71	123	0	1	1	0	0	0		4	0	0	0	53	33	86	73	98	175	126	131	261
"AR"	2012	"Drew"	"TILLAR"	115	5	0	18	23	0	0	0	0	0	0		4	0	0	0	5	1	6	28	37	67	33	38	73
"AR"	2012	"Drew"	"WARD 1"	1060	283	0	210	493	2	2	5	0	0	0		4	0	0	0	263	121	394	203	73	282	466	194	676
"AR"	2012	"Drew"	"WARD 2"	1419	200	0	91	291	2	3	7	1	0	1		4	0	0	0	249	444	703	104	204	314	353	648	1017
"AR"	2012	"Drew"	"WARD 3"	1015	205	84	131	420	5	4	12	0	0	1		4	88	100	194	201	151	369	126	111	254	415	362	817
"AR"	2012	"Drew"	"WARD 4"	1029	162	0	90	252	2	8	10	1	0	0		4	0	0	0	173	234	417	86	119	218	259	353	635
"AR"	2012	"Drew"	"WILMAR"	817	92	0	165	257	2	2	3	0	0	1		4	0	0	0	111	114	232	164	91	273	275	205	505
"AR"	2012	"Drew"	"WINCHESTER"	132	3	0	71	74	0	0	0	0	0	0		4	0	0	0	3	0	3	64	10	81	67	10	84
"AR"	2012	"Faulkner"	"1C-N"	514	1	0	0	0	1	33	93	16	0	142	267	2	13	14	27	19	35	61	64	96	172	96	145	263
"AR"	2012	"Faulkner"	"1C-S"	1581	1	0	0	0	1	182	320	16	1	519	966	2	16	16	32	137	187	346	205	328	565	358	532	944
"AR"	2012	"Faulkner"	"1E-E"	3213	0	0	0	0	0	385	791	38	0	1214	2005	2	18	40	60	210	383	636	412	791	1266	640	1216	1966
"AR"	2012	"Faulkner"	"1E-W"	1593	0	0	1	0	1	228	422	28	0	678	1018	2	16	28	49	97	226	341	170	406	606	284	660	997
"AR"	2012	"Faulkner"	"2A"	2360	0	2	0	0	2	215	355	28	9	607	1307	2	23	28	53	208	232	475	331	349	713	570	619	1263
"AR"	2012	"Faulkner"	"2B"	1694	1	3	0	0	4	115	216	19	0	350	829	2	28	20	51	120	114	259	227	221	493	375	355	803
"AR"	2012	"Faulkner"	"2C"	1587	0	1	0	0	1	123	294	13	3	433	854	2	7	15	23	102	131	252	210	307	558	323	456	840
"AR"	2012	"Faulkner"	"3A"	2899	0	1	0	0	1	411	708	39	0	1158	1815	2	13	37	50	203	423	661	319	703	1067	538	1163	1781
"AR"	2012	"Faulkner"	"3B"	619	0	0	0	0	0	82	203	9	0	294	429	2	7	9	17	22	86	113	73	198	282	102	293	412
"AR"	2012	"Faulkner"	"3C-E"	1962	0	1	0	0	1	187	451	20	2	660	1176	2	18	24	44	125	182	331	275	443	770	420	651	1149
"AR"	2012	"Faulkner"	"3C-W"	1707	0	0	0	0	0	225	500	30	0	755	1149	2	12	27	40	93	220	332	213	512	754	318	759	1126
"AR"	2012	"Faulkner"	"3D"	3854	0	1	0	0	1	648	1189	37	3	1877	2681	2	20	37	57	243	648	928	388	1190	1639	652	1877	2628
"AR"	2012	"Faulkner"	"4A"	4975	2	2	0	0	4	663	1381	73	7	2124	3333	2	31	71	105	294	665	1016	674	1365	2111	1005	2108	3245
"AR"	2012	"Faulkner"	"4B"	1258	1	1	0	0	2	91	212	17	1	321	738	2	16	17	34	106	99	231	222	208	462	344	325	728
"AR"	2012	"Faulkner"	"4C"	2423	0	0	0	0	0	213	370	31	8	622	1260	2	34	28	65	182	212	420	327	380	741	544	628	1237
"AR"	2012	"Faulkner"	"4D"	1445	0	0	0	0	0	97	151	7	0	255	631	2	12	14	28	114	98	232	172	155	359	299	267	620
"AR"	2012	"Faulkner"	"BENEDICT"	546	0	0	0	0	0	87	137	3	0	227	329	2	2	3	5	33	80	120	50	138	200	85	221	325
"AR"	2012	"Faulkner"	"BENTON"	428	1	0	0	0	1	173	37	4	1	215	280	2	0	4	4	53	155	223	9	35	46	62	195	274
"AR"	2012	"Faulkner"	"BRISTOL"	97	0	0	0	0	0	35	1	0	0	36	68	2	0	0	2	24	35	63	0	3	3	24	38	68
"AR"	2012	"Faulkner"	"CALIFORNIA"	1217	1	0	0	0	1	311	215	7	0	533	725	2	0	7	9	130	291	444	46	207	261	176	505	714
"AR"	2012	"Faulkner"	"CLIFTON"	1805	1	0	0	0	1	402	525	15	4	946	1234	2	4	15	20	124	384	548	120	514	649	249	917	1222
"AR"	2012	"Faulkner"	"CYPRESS RURAL"	1647	0	1	0	0	1	304	499	26	1	830	1061	2	2	25	28	97	283	402	100	487	617	199	796	1048
"AR"	2012	"Faulkner"	"DANLEY CITY"	1367	0	0	0	0	0	157	329	15	1	502	784	2	10	15	25	89	141	253	138	325	490	238	481	769
"AR"	2012	"Faulkner"	"DANLEY RURAL"	1274	0	1	0	0	1	134	328	7	1	470	811	2	6	7	14	72	126	209	207	323	566	285	457	790
"AR"	2012	"Faulkner"	"EAGLE"	2006	0	0	0	0	0	458	508	25	0	991	1305	2	11	24	37	112	444	593	126	498	658	250	966	1289
"AR"	2012	"Faulkner"	"EAST CADRON A"	1552	1	0	0	0	1	389	374	18	3	784	1070	2	11	18	29	109	375	526	106	357	491	226	753	1049
"AR"	2012	"Faulkner"	"EAST CADRON B"	2010	2	0	0	0	2	423	310	17	1	751	1266	2	13	18	31	219	408	677	198	309	530	432	736	1242
"AR"	2012	"Faulkner"	"EAST CADRON C"	1135	1	0	0	0	1	246	237	15	0	498	810	2	8	15	23	114	239	375	153	229	398	275	483	796
"AR"	2012	"Faulkner"	"EAST FORK"	1497	1	0	0	0	1	336	433	18	0	787	1017	2	8	18	27	91	318	431	94	417	538	193	753	996
"AR"	2012	"Faulkner"	"ENOLA"	583	1	0	0	0	1	237	41	5	1	284	365	2	2	5	7	69	215	305	8	39	51	79	260	364
"AR"	2012	"Faulkner"	"HARDIN CITY"	2918	0	1	0	0	1	359	885	21	0	1265	1636	2	13	16	33	106	337	482	192	855	1083	312	1208	1599
"AR"	2012	"Faulkner"	"HARDIN RURAL"	1300	0	2	0	0	2	161	414	25	0	600	790	2	3	27	32	58	152	227	107	399	526	168	578	785
"AR"	2012	"Faulkner"	"HARVE"	97	0	0	0	0	0	43	11	0	0	54	72	2	0	0	0	12	42	56	2	12	15	14	54	71
"AR"	2012	"Faulkner"	"HARVE CITY"	400	1	0	0	0	1	133	56	4	2	195	256	2	3	4	7	46	116	172	12	55	69	62	177	251
"AR"	2012	"Faulkner"	"HENDRIX"	548	0	0	0	0	0	18	2	1	0	21	184	2	7	2	13	93	23	139	17	4	22	118	29	176
"AR"	2012	"Faulkner"	"MATTHEWS"	431	0	0	0	0	0	174	43	0	2	219	267	2	2	1	4	35	163	202	12	41	56	49	207	264
"AR"	2012	"Faulkner"	"MT VERNON"	411	0	0	0	0	0	151	16	1	0	168	251	2	0	2	2	77	134	223	7	16	23	84	152	248
"AR"	2012	"Faulkner"	"NEWTON"	330	0	0	0	0	0	133	39	1	1	174	230	2	0	1	1	52	123	182	3	40	45	55	165	229
"AR"	2012	"Faulkner"	"NO. MOUNTAIN"	69	0	0	0	0	0	20	5	2	0	27	45	2	0	2	2	14	22	38	1	5	6	16	29	47
"AR"	2012	"Faulkner"	"PALARM"	2302	0	1	0	0	1	562	511	20	0	1093	1475	2	10	20	30	183	540	757	130	499	648	323	1059	1435
"AR"	2012	"Faulkner"	"PINE MOUNTAIN"	1901	2	1	0	0	3	291	283	15	0	589	1193	2	15	16	31	249	282	563	240	290	566	505	588	1161
"AR"	2012	"Faulkner"	"SO. MOUNTAIN"	60	0	0	0	0	0	30	2	1	0	33	43	2	0	2	2	5	30	39	0	2	2	5	34	43
"AR"	2012	"Faulkner"	"UCA"	709	1	0	0	0	1	31	23	4	7	65	334	2	3	5	8	134	45	200	55	24	89	198	83	313
"AR"	2012	"Faulkner"	"UNION"	1163	0	1	0	0	1	303	256	16	1	576	750	2	5	20	25	88	281	391	65	248	323	158	550	741
"AR"	2012	"Faulkner"	"VILONIA CITY"	2124	1	0	0	0	1	403	731	32	1	1167	1378	2	6	30	39	67	365	463	98	725	855	171	1120	1358
"AR"	2012	"Faulkner"	"WALKER"	624	2	0	0	0	2	153	54	8	1	216	362	2	1	8	9	77	152	238	38	54	100	117	215	349
"AR"	2012	"Faulkner"	"WEST CADRON"	375	0	0	0	0	0	63	44	5	0	112	234	2	14	5	19	51	65	123	37	48	89	102	118	231
"AR"	2012	"Faulkner"	"WILSON"	806	0	2	0	0	2	148	125	7	5	285	377	2	5	7	12	38	137	187	37	113	164	81	262	369
"AR"	2012	"Franklin"	"1-A Ozark Wd. 1"	338	1	0	0	1	58	1	7	0	0	0		4	0	1	1	27	90	117	28	61	90	55	152	208
"AR"	2012	"Franklin"	"1-B Ozark Wd. 3"	665	2	5	0	7	105	0	4	1	0	0		4	10	14	24	74	152	233	45	108	161	129	274	418
"AR"	2012	"Franklin"	"1-C Ozark Rural"	9	0	0	0	0	4	0	0	0	0	0		4	0	0	0	0	3	3	0	4	4	0	7	7
"AR"	2012	"Franklin"	"2-A Ozark Wd. 2"	534	2	0	0	2	115	0	3	0	0	0		4	10	6	16	38	139	181	47	127	177	95	272	374
"AR"	2012	"Franklin"	"2-B Ozark Rural"	123	0	1	0	1	36	0	0	0	0	0		4	0	0	0	10	38	48	10	33	43	20	71	91
"AR"	2012	"Franklin"	"2-C Lonelm/Cravens"	19	0	0	0	0	9	0	0	0	0	0		4	0	0	0	1	6	7	2	9	11	3	15	18
"AR"	2012	"Franklin"	"2-D Wallace/Ivy"	58	0	1	0	1	10	0	0	0	0	0		4	0	0	0	4	18	22	2	12	14	6	30	36
"AR"	2012	"Franklin"	"2-E Ozark Wd. 3"	228	2	1	1	4	30	0	6	0	0	0		4	4	12	16	15	56	74	16	35	51	35	103	141
"AR"	2012	"Franklin"	"3-A Lonelm/Cravens"	300	1	1	0	2	116	0	2	0	0	0		4	3	3	6	14	46	61	50	108	162	67	157	229
"AR"	2012	"Franklin"	"3-B Fern"	113	0	0	0	0	47	0	1	1	0	0		4	1	2	3	4	11	15	6	44	57	11	57	75
"AR"	2012	"Franklin"	"3-C Boston"	188	3	0	0	3	96	0	2	0	0	0		4	1	1	2	18	20	39	20	103	128	39	124	169
"AR"	2012	"Franklin"	"3-D Jethro"	248	4	0	0	4	50	0	0	0	0	0		4	0	1	1	11	52	64	26	51	80	37	104	145
"AR"	2012	"Franklin"	"3-E Watalula"	17	0	0	0	0	7	0	0	0	0	0		4	0	0	0	3	4	7	0	7	7	3	11	14
"AR"	2012	"Franklin"	"3-F Mountain"	108	0	1	0	1	38	0	2	1	0	0		4	1	1	2	5	9	14	9	42	54	15	52	70
"AR"	2012	"Franklin"	"4-A Philpot"	313	1	4	0	5	84	0	4	0	1	0		4	2	4	6	21	69	93	42	91	137	65	164	236
"AR"	2012	"Franklin"	"4-B Watalula"	231	4	1	0	5	63	0	0	0	0	0		4	0	6	6	13	40	54	12	63	76	25	109	136
"AR"	2012	"Franklin"	"4-C W.V. Rural"	94	1	1	0	2	24	0	0	0	0	0		4	0	0	0	17	17	34	13	21	34	30	38	68
"AR"	2012	"Franklin"	"4-D Ozark Rural"	499	2	3	0	5	113	0	6	0	0	0		4	1	6	7	40	169	212	31	121	158	72	296	377
"AR"	2012	"Franklin"	"5-A Wallace/Ivy"	539	1	1	0	2	201	0	5	0	0	0		4	3	4	7	29	87	119	47	212	266	79	303	392
"AR"	2012	"Franklin"	"5-B Ozark Rural"	43	0	0	0	0	14	0	0	0	0	0		4	0	4	4	5	5	10	2	15	17	7	24	31
"AR"	2012	"Franklin"	"5-C Webb City"	532	0	1	0	1	162	0	7	0	0	0		4	1	6	8	29	148	179	41	161	206	71	315	393
"AR"	2012	"Franklin"	"6-A Altus Rural"	326	2	0	0	2	83	0	5	2	0	0		4	3	2	5	17	58	76	34	95	135	54	155	216
"AR"	2012	"Franklin"	"6-B Altus City"	389	3	1	0	4	92	0	2	0	1	0		4	4	8	12	28	62	93	42	99	147	74	169	252
"AR"	2012	"Franklin"	"6-C Denning"	121	2	0	0	2	17	0	5	0	0	0		4	2	1	3	12	17	29	6	22	31	20	40	63
"AR"	2012	"Franklin"	"6-D Weiderkehr Village"	42	0	0	0	0	12	0	0	0	0	0		4	0	0	0	3	9	12	0	14	14	3	23	26
"AR"	2012	"Franklin"	"7-A Cecil"	170	1	1	0	2	65	2	5	1	0	0		4	3	4	7	5	26	31	19	64	86	27	94	124
"AR"	2012	"Franklin"	"7-B Webb City"	201	1	0	0	1	71	0	0	0	0	0		4	0	3	3	7	50	58	17	67	85	24	120	146
"AR"	2012	"Franklin"	"7-C Etna"	388	5	0	0	5	150	1	7	0	0	0		4	0	5	6	10	52	64	40	156	202	50	213	272
"AR"	2012	"Franklin"	"7-D Donald"	286	2	1	0	3	106	0	3	0	0	0		4	6	2	8	19	71	92	28	103	135	53	176	235
"AR"	2012	"Franklin"	"8-A Branch City"	186	1	0	0	1	48	0	0	0	0	0		4	0	2	2	10	30	41	18	50	68	28	82	111
"AR"	2012	"Franklin"	"8-B Charleston City Wd. 1"	415	0	0	0	0	85	0	6	0	0	0		4	0	1	1	47	112	161	26	85	113	73	198	275
"AR"	2012	"Franklin"	"8-C Charleston Rural"	213	0	1	0	1	49	0	1	0	0	0		4	1	0	1	15	67	82	13	50	64	29	117	147
"AR"	2012	"Franklin"	"8-D Vesta"	251	2	0	0	2	95	1	3	0	0	0		4	2	7	9	13	31	44	20	104	127	35	142	180
"AR"	2012	"Franklin"	"8-E Donald"	33	0	1	0	1	8	0	0	0	0	0		4	0	0	0	7	6	13	3	10	13	10	16	26
"AR"	2012	"Franklin"	"8-F Cecil"	29	0	1	0	1	8	0	0	0	0	0		4	0	0	0	1	2	4	5	9	14	6	11	18
"AR"	2012	"Franklin"	"8-G Donald"	5	0	0	0	0	2	0	0	0	0	0		4	0	0	0	3	0	3	1	2	3	4	2	6
"AR"	2012	"Franklin"	"9-A Charleston Wd. 2"	493	0	0	0	0	132	0	3	0	1	0		4	2	2	4	61	121	187	46	130	179	109	253	370
"AR"	2012	"Franklin"	"9-B Charleston Wd. 3"	358	3	4	1	8	80	1	4	1	0	0		4	11	10	24	30	80	114	28	84	117	69	174	255
"AR"	2012	"Franklin"	"9-C Charleston Rural"	145	0	1	0	1	46	0	0	0	0	0		4	2	5	7	14	38	53	11	42	55	27	85	115
"AR"	2012	"Fulton"	"ABSENTEE"	0	3	0	0	0	3	56	0	0	0	56	189	1	63	108	178	0	0	0	0	0	0	63	108	178
"AR"	2012	"Fulton"	"AFTON"	318	0	0	4	0	4	0	14	70	0	84	187	1	0	0	0	15	27	42	68	69	143	83	96	185
"AR"	2012	"Fulton"	"BENTON/UNION"	1661	0	0	1	0	1	0	286	99	0	385	1067	1	0	0	0	320	404	753	121	150	292	441	554	1045
"AR"	2012	"Fulton"	"CHEROKEE VILLAGE"	557	0	0	1	0	1	0	35	86	0	121	370	1	0	0	0	33	100	136	85	129	227	118	229	363
"AR"	2012	"Fulton"	"CLEVELAND"	277	0	0	1	0	1	0	13	32	0	45	170	1	0	0	0	18	34	53	42	62	109	60	96	162
