state	year	county	precinct	g2012_REG_tv	g2012_USP_lrv	g2012_USP_erv	g2012_USP_arv	g2012_USP_prv	g2012_USP_rv	g2012_USP_ldv	g2012_USP_edv	g2012_USP_adv	g2012_USP_pdv	g2012_USP_dv	g2012_USP_tv	cd	g2012_USH_adv	g2012_USH_arv	g2012_USH_atv	g2012_USH_edv	g2012_USH_erv	g2012_USH_etv	g2012_USH_ldv	g2012_USH_lrv	g2012_USH_ltv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"AR"	2012	"Arkansas"	"Almyra"	136	2	0	0	0	2	72	9	3	0	84	104	1	0	3	3	3	8	11	22	62	85	25	73	99
"AR"	2012	"Arkansas"	"Arkansas"	56	0	0	0	0	0	13	2	0	0	15	40	1	0	0	0	11	2	13	12	12	25	23	14	38
"AR"	2012	"Arkansas"	"Barton"	115	2	1	0	0	3	39	27	1	0	67	83	1	4	0	4	7	24	33	9	36	47	20	60	84
"AR"	2012	"Arkansas"	"Bayou Meto"	105	0	0	0	0	0	17	43	0	0	60	73	1	1	0	1	9	41	51	9	14	24	19	55	76
"AR"	2012	"Arkansas"	"Brewer"	25	0	0	0	0	0	1	11	0	0	12	16	1	0	0	0	3	9	12	4	0	4	7	9	16
"AR"	2012	"Arkansas"	"Chester"	137	1	0	0	0	1	46	31	0	0	77	89	1	1	0	1	3	27	31	16	37	56	20	64	88
"AR"	2012	"Arkansas"	"Crockett"	59	0	1	0	0	1	22	7	1	0	30	46	1	0	1	1	5	8	13	11	18	31	16	27	45
"AR"	2012	"Arkansas"	"Dewitt Ward 1"	429	2	2	0	0	4	21	26	3	0	50	256	1	2	2	4	82	22	120	91	20	117	175	44	241
"AR"	2012	"Arkansas"	"Dewitt Ward 2"	507	1	4	0	0	5	66	126	9	0	201	305	1	4	9	13	64	109	181	36	59	104	105	177	299
"AR"	2012	"Arkansas"	"Dewitt Ward 3"	556	2	2	0	0	4	126	146	3	0	275	388	1	8	4	12	63	134	209	44	113	162	115	251	383
"AR"	2012	"Arkansas"	"Garland"	77	0	0	0	0	0	23	24	2	0	49	61	1	0	2	2	4	25	30	9	20	29	13	47	61
"AR"	2012	"Arkansas"	"Gillett Ward 1"	121	1	1	0	0	2	42	6	1	0	49	71	1	1	0	1	4	4	10	28	32	60	33	36	71
"AR"	2012	"Arkansas"	"Gillett Ward 2"	139	3	0	0	0	3	59	19	3	0	81	110	1	0	3	3	11	14	26	26	50	81	37	67	110
"AR"	2012	"Arkansas"	"Gillett Ward 3"	99	3	0	0	0	3	20	11	0	0	31	73	1	3	0	3	11	9	22	21	19	45	35	28	70
"AR"	2012	"Arkansas"	"Gum Pond"	180	1	3	0	0	4	40	67	3	0	110	140	1	2	2	4	20	64	87	8	36	46	30	102	137
"AR"	2012	"Arkansas"	"Henton"	138	0	1	0	0	1	55	20	2	0	77	106	1	3	1	4	5	19	25	27	45	74	35	65	103
"AR"	2012	"Arkansas"	"Humphrey Ward 1"	117	0	0	0	0	0	18	1	0	0	19	84	1	2	0	2	6	0	7	43	20	70	51	20	79
"AR"	2012	"Arkansas"	"Humphrey Ward 3"	46	0	0	0	0	0	13	3	0	0	16	29	1	1	0	1	1	3	4	9	11	21	11	14	26
"AR"	2012	"Arkansas"	"Keaton"	494	4	3	0	0	7	80	86	5	0	171	293	1	5	5	11	69	78	152	43	71	121	117	154	284
"AR"	2012	"Arkansas"	"LaGrue"	531	2	4	0	0	6	97	193	6	0	296	375	1	0	8	8	54	175	233	46	79	131	100	262	372
"AR"	2012	"Arkansas"	"McFall"	44	0	2	0	0	2	4	19	1	0	24	37	1	0	1	1	10	17	29	2	3	6	12	21	36
"AR"	2012	"Arkansas"	"Mill Bayou"	128	1	0	0	0	1	50	26	2	0	78	97	1	4	2	7	7	22	29	13	46	61	24	70	97
"AR"	2012	"Arkansas"	"Morris"	92	1	1	0	0	2	20	40	0	0	60	73	1	1	0	1	7	38	45	5	21	26	13	59	72
"AR"	2012	"Arkansas"	"Prairie"	216	4	1	0	0	5	49	54	1	0	104	155	1	0	1	1	22	51	75	30	42	77	52	94	153
"AR"	2012	"Arkansas"	"Pt. Deluce"	124	1	0	0	0	1	28	49	0	0	77	88	1	0	0	0	13	41	57	9	22	31	22	63	88
"AR"	2012	"Arkansas"	"St. Charles"	122	5	0	0	0	5	44	14	0	0	58	87	1	0	1	1	7	12	19	15	43	65	22	56	85
"AR"	2012	"Arkansas"	"Stanley"	14	0	0	0	0	0	6	0	0	0	6	12	1	0	0	0	2	1	3	3	6	9	5	7	12
"AR"	2012	"Arkansas"	"Stuttgart Ward 1"	1497	2	6	0	0	8	41	105	6	0	152	904	1	5	4	12	422	109	573	195	48	266	622	161	851
"AR"	2012	"Arkansas"	"Stuttgart Ward 2"	1565	1	5	0	0	6	222	523	34	1	780	1156	1	14	29	43	253	477	754	114	196	323	381	703	1121
"AR"	2012	"Arkansas"	"Stuttgart Ward 3"	1545	5	11	0	0	16	247	521	19	1	788	1143	1	16	16	32	235	481	743	119	216	348	370	714	1124
"AR"	2012	"Ashley"	"Cooter"	243	0	4	0	0	4	38	99	0	0	137	182	4	0	0	0	15	29	44	73	58	135	88	87	179
"AR"	2012	"Ashley"	"CrossRoads"	468	0	0	0	0	0	90	198	0	0	288	360	4	0	0	0	42	68	113	97	143	245	139	211	358
"AR"	2012	"Ashley"	"Crossett Ward 1"	921	1	2	0	1	4	101	77	101	0	279	788	4	92	80	172	267	78	353	182	58	246	541	216	771
"AR"	2012	"Ashley"	"Crossett Ward 2"	970	1	3	0	0	4	211	114	0	0	325	715	4	0	0	0	273	169	447	172	74	250	445	243	697
"AR"	2012	"Ashley"	"Crossett Ward 3"	1141	0	0	0	0	0	386	247	0	1	634	829	4	0	0	0	211	291	508	131	177	315	342	469	824
"AR"	2012	"Ashley"	"Fountain Hill City"	85	0	0	0	0	0	5	19	0	0	24	54	4	0	0	0	6	2	8	27	16	45	33	18	53
"AR"	2012	"Ashley"	"Fountain Hill Rural"	275	0	2	0	0	2	29	102	0	0	131	188	4	0	0	0	16	25	42	69	63	136	85	88	178
"AR"	2012	"Ashley"	"Hamburg Rur/BeechCrk/Mist"	851	2	4	0	0	6	267	201	0	0	468	582	4	0	0	0	134	192	331	105	135	247	239	327	578
"AR"	2012	"Ashley"	"Hamburg Ward 1"	404	1	0	0	0	1	13	38	0	0	51	267	4	0	0	0	125	11	140	96	23	121	222	34	262
"AR"	2012	"Ashley"	"Hamburg Ward 2"	380	2	4	0	0	6	87	76	0	0	163	246	4	0	0	0	66	68	138	52	49	104	118	117	242
"AR"	2012	"Ashley"	"Hamburg Ward 3"	589	1	0	0	0	1	147	156	0	0	303	413	4	0	0	0	99	108	207	68	129	202	167	237	409
"AR"	2012	"Ashley"	"Hickory Grove"	523	0	1	0	0	1	134	179	0	0	313	381	4	0	0	0	57	101	159	103	115	220	160	216	379
"AR"	2012	"Ashley"	"Milo"	463	1	5	0	0	6	80	174	0	0	254	328	4	0	0	0	27	66	98	92	130	224	119	196	322
"AR"	2012	"Ashley"	"Montrose City"	182	0	1	0	0	1	8	10	0	0	18	123	4	0	0	0	6	6	13	92	6	99	98	12	112
"AR"	2012	"Ashley"	"MontroseRur/Boydl/Sny/Tra"	94	2	1	0	0	3	11	24	0	0	35	51	4	0	0	0	1	11	14	21	12	34	22	23	48
"AR"	2012	"Ashley"	"Mt Zion"	195	1	1	0	0	2	55	66	0	0	121	141	4	0	0	0	23	42	65	41	33	74	64	75	139
"AR"	2012	"Ashley"	"North Crossett East"	635	0	4	0	0	4	129	206	0	0	335	456	4	0	0	0	81	96	180	126	145	274	208	241	455
"AR"	2012	"Ashley"	"North Crossett West"	411	0	1	0	0	1	89	133	0	0	222	288	4	0	0	0	47	67	116	70	97	171	117	164	287
"AR"	2012	"Ashley"	"Parkdale City"	163	0	2	0	0	2	3	12	0	0	15	114	4	0	0	0	3	3	6	79	10	94	82	13	100
"AR"	2012	"Ashley"	"Parkdale Rural"	14	0	0	0	0	0	1	5	0	0	6	10	4	0	0	0	0	1	1	5	4	9	5	5	10
"AR"	2012	"Ashley"	"Portland City"	238	0	2	0	0	2	14	60	0	0	74	168	4	0	0	0	10	10	20	88	53	143	98	63	163
"AR"	2012	"Ashley"	"Portland Rural"	44	0	1	0	0	1	3	13	0	0	16	30	4	0	0	0	2	1	3	17	7	26	19	8	29
"AR"	2012	"Ashley"	"Vo-tech"	432	0	1	0	0	1	92	131	0	0	223	323	4	0	0	0	70	73	146	84	91	179	154	164	325
"AR"	2012	"Ashley"	"West Crossett Rural"	783	2	3	0	0	5	157	185	0	0	342	561	4	0	0	0	161	118	283	135	129	268	297	247	552
"AR"	2012	"Ashley"	"Wilmot City"	375	1	1	0	0	2	11	40	0	0	51	265	4	0	0	0	40	9	51	162	22	194	203	31	246
"AR"	2012	"Ashley"	"Wilmot Rural"	85	0	0	0	0	0	6	33	0	0	39	58	4	0	0	0	7	5	13	17	27	46	24	32	59
"AR"	2012	"Baxter"	"1-1"	959	244	23	271	0	538	85	8	53	0	146	694	1	7	23	32	56	253	319	73	236	330	136	512	681
"AR"	2012	"Baxter"	"1-2"	1101	338	22	187	0	547	130	11	85	0	226	794	1	8	24	33	69	193	274	121	331	473	198	548	780
"AR"	2012	"Baxter"	"1-3"	631	178	19	120	0	317	67	14	55	0	136	460	1	11	22	33	56	112	175	69	176	249	136	310	457
"AR"	2012	"Baxter"	"10-1"	642	166	3	90	0	259	87	6	41	0	134	405	1	6	2	9	42	89	132	88	150	256	136	241	397
"AR"	2012	"Baxter"	"10-2"	1149	450	29	177	0	656	188	15	62	0	265	954	1	19	22	44	62	161	238	179	434	660	260	617	942
"AR"	2012	"Baxter"	"10-3"	432	0	0	95	0	95	0	0	35	0	35	134	1	0	0	0	31	91	133	0	0	0	31	91	133
"AR"	2012	"Baxter"	"11-1"	305	102	6	34	0	142	43	8	12	0	63	215	1	8	6	15	13	30	47	44	89	145	65	125	207
"AR"	2012	"Baxter"	"11-2"	781	200	23	161	0	384	111	9	51	0	171	573	1	6	25	34	50	155	215	101	191	318	157	371	567
"AR"	2012	"Baxter"	"11-3"	456	157	15	63	0	235	53	4	26	0	83	329	1	5	14	19	27	58	90	60	152	221	92	224	330
"AR"	2012	"Baxter"	"11-4"	286	137	3	31	0	171	65	0	17	0	82	261	1	0	3	3	15	31	49	72	118	201	87	152	253
"AR"	2012	"Baxter"	"11-5"	87	0	0	6	0	6	0	0	2	0	2	8	1	0	0	0	3	4	8	0	0	0	3	4	8
"AR"	2012	"Baxter"	"11-6"	36	39	2	0	0	41	16	0	0	0	16	59	1	0	2	2	0	0	0	14	38	56	14	40	58
"AR"	2012	"Baxter"	"11-7"	47	0	0	4	0	4	0	0	0	0	0	4	1	0	0	0	0	4	4	0	0	0	0	4	4
"AR"	2012	"Baxter"	"11-8"	65	14	4	10	0	28	10	0	6	0	16	45	1	0	4	4	5	9	17	9	14	24	14	27	45
"AR"	2012	"Baxter"	"11-9"	335	91	4	70	0	165	57	3	25	0	85	257	1	3	3	6	22	71	97	57	84	150	82	158	253
"AR"	2012	"Baxter"	"2-1"	898	302	7	176	0	485	93	3	66	0	162	669	1	2	6	9	64	162	247	98	278	397	164	446	653
"AR"	2012	"Baxter"	"2-2"	923	163	21	289	0	473	70	6	97	0	173	655	1	7	19	27	92	270	375	67	160	237	166	449	639
"AR"	2012	"Baxter"	"2-3"	567	167	14	123	0	304	69	3	29	0	101	412	1	2	14	16	24	115	151	62	161	232	88	290	399
"AR"	2012	"Baxter"	"3-1"	630	213	14	71	0	298	94	8	29	0	131	439	1	6	14	20	27	67	101	98	201	317	131	282	438
"AR"	2012	"Baxter"	"3-2"	401	164	5	50	0	219	60	2	14	0	76	299	1	2	4	6	14	49	65	63	144	219	79	197	290
"AR"	2012	"Baxter"	"3-3"	1390	240	46	396	0	682	110	9	157	0	276	992	1	6	42	50	153	378	559	100	238	363	259	658	972
"AR"	2012	"Baxter"	"3-4"	222	98	0	19	0	117	46	0	6	0	52	173	1	0	0	1	5	14	23	47	92	143	52	106	167
"AR"	2012	"Baxter"	"4-1"	1859	293	43	479	0	815	142	18	188	0	348	1195	1	17	38	59	174	467	664	149	277	444	340	782	1167
"AR"	2012	"Baxter"	"4-2"	683	141	16	230	0	387	31	5	72	0	108	503	1	8	13	21	75	209	301	34	127	170	117	349	492
"AR"	2012	"Baxter"	"5-1"	890	356	56	189	0	601	164	19	107	0	290	924	1	20	55	75	100	175	290	147	343	529	267	573	894
"AR"	2012	"Baxter"	"5-2"	797	0	0	192	0	192	0	0	98	0	98	298	1	0	0	0	87	191	297	0	0	0	87	191	297
"AR"	2012	"Baxter"	"5-3"	89	0	0	24	0	24	0	0	7	0	7	31	1	0	0	0	6	21	29	0	0	0	6	21	29
"AR"	2012	"Baxter"	"5-4"	494	0	0	114	0	114	0	0	50	0	50	171	1	0	0	0	41	104	160	0	0	0	41	104	160
"AR"	2012	"Baxter"	"6-1"	1258	156	51	444	0	651	47	23	137	0	207	870	1	22	50	73	137	434	584	43	151	202	202	635	859
"AR"	2012	"Baxter"	"6-2"	812	131	15	281	0	427	53	4	62	0	119	560	1	5	11	18	64	265	344	53	125	189	122	401	551
"AR"	2012	"Baxter"	"6-3"	445	103	12	107	0	222	36	4	35	0	75	304	1	4	11	15	34	101	139	31	103	143	69	215	297
"AR"	2012	"Baxter"	"7-1"	1437	347	79	426	0	852	120	22	157	0	299	1185	1	22	74	98	139	429	584	130	316	468	291	819	1150
"AR"	2012	"Baxter"	"7-2"	746	0	0	200	0	200	0	0	82	0	82	282	1	0	0	0	78	183	266	0	0	0	78	183	266
"AR"	2012	"Baxter"	"7-3"	460	87	14	127	0	228	20	9	48	0	77	314	1	10	13	23	43	126	174	20	85	109	73	224	306
"AR"	2012	"Baxter"	"8-1"	1552	242	33	613	0	888	69	7	177	0	253	1167	1	6	31	39	167	597	788	69	235	320	242	863	1147
"AR"	2012	"Baxter"	"8-2"	226	79	2	42	0	123	27	0	11	0	38	165	1	0	2	2	10	41	52	26	76	108	36	119	162
"AR"	2012	"Baxter"	"8-3"	226	52	2	51	0	105	19	1	25	0	45	154	1	0	2	3	30	46	78	22	50	73	52	98	154
"AR"	2012	"Baxter"	"8-4"	420	73	23	110	0	206	28	13	37	0	78	291	1	14	20	34	35	104	146	27	73	103	76	197	283
"AR"	2012	"Baxter"	"8-5"	108	0	0	32	0	32	0	0	17	0	17	49	1	0	0	0	13	33	47	0	0	0	13	33	47
"AR"	2012	"Baxter"	"9-1"	1245	271	34	362	0	667	88	20	141	0	249	933	1	20	32	52	127	356	498	102	236	352	249	624	902
"AR"	2012	"Baxter"	"9-2"	1080	282	26	284	0	592	97	10	101	0	208	810	1	11	24	35	94	281	385	98	266	373	203	571	793
"AR"	2012	"Baxter"	"9-3"	142	34	1	22	0	57	12	2	12	0	26	90	1	2	1	3	8	23	36	13	28	51	23	52	90
"AR"	2012	"Baxter"	"9-4"	299	113	5	21	0	139	49	1	17	0	67	212	1	1	4	5	15	22	39	58	101	166	74	127	210
"AR"	2012	"Benton"	"01 Gravette Civic Center"	2465	15	1	316	151	628	19	29	2	0	2	1	3		22	31	0	344	422	0	856	1023		1222	1476
"AR"	2012	"Benton"	"02 Sulphur Springs Community Building"	511	3	1	35	45	127	3	5	0	0	0	0	3		3	3	0	36	41	0	181	239		220	283
"AR"	2012	"Benton"	"03 Monte Ne Baptist Church"	1893	15	8	352	100	333	17	37	0	0	4	8	3		15	18	0	416	544	0	519	729		950	1291
"AR"	2012	"Benton"	"04 Decatur Municipal Building"	1282	5	2	150	53	362	11	15	1	0	2	4	3		6	9	0	165	199	0	467	584		638	792
"AR"	2012	"Benton"	"05 Prairie Creek Community Center"	2831	39	9	779	70	582	20	38	1	0	4	2	3		41	53	0	852	1088	0	733	955		1626	2096
"AR"	2012	"Benton"	"06 Gentry Methodist Church"	1931	16	3	338	60	546	14	24	0	0	4	2	3		16	19	0	361	450	0	631	775		1008	1244
"AR"	2012	"Benton"	"07 Total Life Community Center"	1044	12	0	330	33	263	12	17	0	0	2	0	3		13	14	0	338	389	0	318	369		669	772
"AR"	2012	"Benton"	"08 1st Christian - Siloam"	1147	16	1	335	38	223	6	15	1	0	3	0	3		17	21	0	353	413	0	283	350		653	784
"AR"	2012	"Benton"	"09 Siloam Springs Community Building"	2608	25	4	748	140	612	31	53	0	0	3	2	3		26	28	0	800	949	0	833	1052		1659	2029
"AR"	2012	"Benton"	"10 Heritage Missionary Baptist Church"	1175	17	1	267	45	228	8	18	0	0	3	0	3		17	20	0	292	357	0	306	381		615	758
"AR"	2012	"Benton"	"11 St. Marys Catholic Church"	2979	28	9	854	65	581	16	28	1	0	5	2	3		33	42	0	902	1041	0	681	848		1616	1931
"AR"	2012	"Benton"	"12 Avoca Town Hall"	1316	10	3	220	76	347	17	26	0	0	0	2	3		12	15	0	242	296	0	464	609		718	920
"AR"	2012	"Benton"	"13 Lost Bridge Village Community Building"	918	18	0	166	25	257	9	11	0	0	0	2	3		18	26	0	167	232	0	310	421		495	679
"AR"	2012	"Benton"	"14 Garfield 1st Baptist Church"	1560	17	2	209	48	461	14	23	0	0	6	0	3		23	29	0	229	314	0	547	672		799	1015
"AR"	2012	"Benton"	"15 Springtown Church of Christ"	475	4	1	62	33	0	0	0	0	0	0	0	3		4	4	0	72	80	0	38	43		114	127
"AR"	2012	"Benton"	"16 Robinson Community Building"	230	3	0	64	2	82	0	1	0	0	1	0	3		3	4	0	66	75	0	85	97		154	176
"AR"	2012	"Benton"	"17 Logan Community Building"	309	1	0	43	5	123	5	5	0	0	0	0	3		1	3	0	40	45	0	131	165		172	213
"AR"	2012	"Benton"	"18 Cave Springs Community Building"	3952	58	5	1201	109	919	13	28	0	0	2	0	3		60	68	0	1266	1454	0	1098	1281		2424	2803
"AR"	2012	"Benton"	"19 Highfill Town Hall"	365	3	1	40	13	157	8	10	0	0	0	0	3		6	6	0	41	49	0	186	238		233	293
"AR"	2012	"Benton"	"20 Vaughn Presbyterian Church"	1625	10	2	329	42	440	10	18	0	0	3	0	3		10	15	0	373	446	0	523	635		906	1096
"AR"	2012	"Benton"	"21 St. Bernards Catholic Church"	1396	38	1	342	86	291	7	20	0	0	2	0	3		43	50	0	371	460	0	397	503		811	1013
"AR"	2012	"Benton"	"22 Centerton Fire House"	5002	43	1	1224	107	943	24	53	0	0	14	5	3		42	53	0	1322	1627	0	1159	1446		2523	3126
"AR"	2012	"Benton"	"23 Hiwasse Fire Station"	650	1	1	92	35	214	8	11	0	0	1	0	3		0	1	0	97	117	0	274	352		371	470
"AR"	2012	"Benton"	"24 Highlands Church"	2753	60	0	772	120	0	0	8	0	0	1	0	3		59	71	0	819	1014	0	134	168		1012	1253
"AR"	2012	"Benton"	"25 Presbyterian Church of Bella Vista"	2581	62	1	638	75	627	10	20	1	0	2	2	3		64	71	0	682	868	0	753	954		1499	1893
"AR"	2012	"Benton"	"26 Bella Vista 1st United Methodist Church"	2545	53	1	647	54	514	13	24	0	0	7	2	3		54	65	0	697	877	0	602	779		1353	1721
"AR"	2012	"Benton"	"27 Bella Vista Christian Church"	2917	58	2	795	85	518	16	36	0	0	2	0	3		65	79	0	850	1072	0	678	888		1593	2039
"AR"	2012	"Benton"	"28 Bella Vista Baptist Church"	2334	29	1	550	73	458	16	34	0	0	8	1	3		35	41	0	588	774	0	580	780		1203	1595
"AR"	2012	"Benton"	"29 St. Theodores Episcopal Church"	2406	24	2	597	67	483	5	21	1	0	2	2	3		25	33	0	636	831	0	590	764		1251	1628
"AR"	2012	"Benton"	"30 VFW Post 9063"	3305	58	0	1027	80	538	15	36	0	0	5	1	3		58	66	0	1099	1415	0	677	847		1834	2328
"AR"	2012	"Benton"	"31 Bella Vista Church of Christ"	1073	13	0	281	51	278	4	9	0	0	1	0	3		13	14	0	304	376	0	354	412		671	802
"AR"	2012	"Benton"	"32 Bentonville 1st Presbyterian Church"	4052	31	6	1096	147	556	24	65	2	0	13	8	3		35	57	0	1245	1602	0	813	1057		2093	2716
"AR"	2012	"Benton"	"33 Pea Ridge Emergency Services Building"	3290	29	6	501	117	774	26	38	1	0	6	3	3		31	32	0	529	644	0	940	1182		1500	1858
"AR"	2012	"Benton"	"34 BentonvilleChurch of Christ"	4140	72	4	1415	142	640	17	45	0	0	10	3	3		69	84	0	1565	1857	0	849	1069		2483	3010
"AR"	2012	"Benton"	"35 Cornerstone Assembly of God"	729	2	0	159	70	180	10	12	0	0	2	1	3		2	2	0	163	217	0	280	340		445	559
"AR"	2012	"Benton"	"36 1st Assembly of God Church"	5218	34	6	1472	102	721	35	70	0	0	7	7	3		37	47	0	1649	2063	0	929	1213		2615	3323
"AR"	2012	"Benton"	"37 Bentonville First Baptist Church"	2456	19	3	460	48	379	18	36	0	0	5	1	3		14	22	0	528	757	0	485	690		1027	1469
"AR"	2012	"Benton"	"38 Hope Church of Northwest Arkansas"	2535	37	1	670	92	420	12	27	0	0	0	2	3		39	48	0	718	920	0	576	716		1333	1684
"AR"	2012	"Benton"	"39 Oakley Chapel United Methodist Church"	1371	17	0	293	40	262	10	17	0	0	1	1	3		20	22	0	325	439	0	326	454		671	915
"AR"	2012	"Benton"	"40 Central United Methodist Church"	2239	38	3	648	53	449	14	28	1	1	5	4	3		50	54	0	728	887	0	562	729		1340	1670
"AR"	2012	"Benton"	"41 Little Flock City Hall"	1445	13	3	243	117	299	11	15	0	0	2	3	3		13	15	0	265	334	0	455	561		733	910
"AR"	2012	"Benton"	"42 Grace Lutheran Church"	1953	20	8	384	53	484	14	21	0	0	5	5	3		19	25	0	437	545	0	597	743		1053	1313
"AR"	2012	"Benton"	"43 Rogers 1st Church of the Nazarene"	4444	70	2	1569	106	914	14	34	0	0	1	3	3		71	80	0	1680	1926	0	1114	1322		2865	3328
"AR"	2012	"Benton"	"44 Holy Trinity Lutheran Church"	957	6	0	137	29	152	3	13	0	0	2	3	3		6	9	0	160	224	0	232	319		398	552
"AR"	2012	"Benton"	"45 Bland Chapel (Rocky Branch)"	885	12	2	191	37	104	4	8	0	0	1	1	3		14	22	0	227	307	0	160	208		401	537
"AR"	2012	"Benton"	"46 Colonial Baptist Church"	885	3	1	98	18	151	11	14	0	0	0	1	3		3	5	0	111	180	0	228	330		342	515
"AR"	2012	"Benton"	"47 Charity Baptist Church"	3495	42	8	691	62	604	27	47	0	0	9	5	3		55	67	0	769	1040	0	797	1067		1621	2174
"AR"	2012	"Benton"	"48 Bethel Heights City Hall"	2854	24	7	655	94	628	12	20	0	0	6	1	3		26	29	0	711	830	0	781	953		1518	1812
"AR"	2012	"Benton"	"49 Lowell First Baptist Church"	2251	17	9	368	94	543	22	40	0	0	6	4	3		18	22	0	429	544	0	711	934		1158	1500
"AR"	2012	"Benton"	"50 Faith Christian Fellowship Church"	1650	7	2	229	44	250	21	37	0	1	3	6	3		7	10	0	277	409	0	387	591		671	1010
"AR"	2012	"Benton"	"51 War Eagle Mill"	753	13	0	106	35	207	11	14	0	0	0	0	3		13	14	0	115	173	0	270	348		398	535
"AR"	2012	"Benton"	"52 First United Pentecostal Church"	1253	16	4	199	75	212	5	21	0	0	4	2	3		17	19	0	231	305	0	333	475		581	799
"AR"	2012	"Benton"	"53 Rogers 1st United Methodist Church"	1769	24	8	477	65	251	15	29	0	1	5	8	3		26	33	0	531	708	0	376	510		933	1251
"AR"	2012	"Benton"	"54 1st Christian of Rogers"	845	12	2	176	12	187	6	13	0	0	1	4	3		14	15	0	208	287	0	244	305		466	607
"AR"	2012	"Benton"	"55 Southside Church of Christ"	1353	14	3	252	73	223	8	14	0	1	0	6	3		19	25	0	295	400	0	336	440		650	865
"AR"	2012	"Benton"	"56 Rogers Christian Church"	2156	40	9	471	56	454	21	38	0	1	3	4	3		44	53	0	523	674	0	605	785		1172	1512
"AR"	2012	"Benton"	"57 Hickory Creek Fire Station"	805	15	1	67	35	293	9	13	0	0	0	3	3		14	14	0	73	95	0	358	460		445	569
"AR"	2012	"Boone"	"DISTRICT 1"	0	3	0	0	3	625	4	23	7	4	2		3		105	132	0	701	869	0	215	275		1021	1276
"AR"	2012	"Boone"	"DISTRICT 10"	0	0	0	0	0	335	0	13	4	8	0		3		60	71	0	338	398	0	559	726		957	1195
"AR"	2012	"Boone"	"DISTRICT 11"	0	1	2	0	3	275	0	4	6	13	0		3		4	4	0	276	345	0	421	530		701	879
"AR"	2012	"Boone"	"DISTRICT 12"	0	0	2	0	2	72	0	5	2	0	0		3		9	10	0	79	93	0	168	239		256	342
"AR"	2012	"Boone"	"DISTRICT 2"	0	1	1	0	2	914	1	43	5	3	0		3		60	74	0	1008	1240	0	262	328		1330	1642
"AR"	2012	"Boone"	"DISTRICT 3"	0	3	2	0	5	495	0	30	15	14	0		3		0	0	0	563	696	0	169	240		732	936
"AR"	2012	"Boone"	"DISTRICT 4"	0	4	0	0	4	722	0	23	6	4	0		3		52	59	0	776	906	0	182	244		1010	1209
"AR"	2012	"Boone"	"DISTRICT 5"	0	0	0	0	0	741	1	22	9	1	0		3		21	29	0	782	902	0	436	501		1239	1432
"AR"	2012	"Boone"	"DISTRICT 6"	0	1	1	0	2	666	1	22	5	7	0		3		14	17	0	692	784	0	510	616		1216	1417
"AR"	2012	"Boone"	"DISTRICT 7"	0	2	2	0	4	437	2	27	7	3	0		3		24	31	0	478	560	0	555	665		1057	1256
"AR"	2012	"Boone"	"DISTRICT 8"	0	4	1	0	5	764	0	23	10	8	2		3		39	43	0	850	1005	0	517	615		1406	1663
"AR"	2012	"Boone"	"DISTRICT 9"	0	2	2	0	4	507	2	28	9	7	2		3		32	39	0	541	660	0	485	631		1058	1330
"AR"	2012	"Bradley"	"Banks City"	54	0	0	1	0	0	0	11	0	0	1	0	4	0	0	0	2	2	4	14	19	34	16	21	38
"AR"	2012	"Bradley"	"Banks Rural"	207	0	0	0	0	0	0	54	0	0	1	1	4	0	1	1	10	12	22	56	50	110	67	63	134
"AR"	2012	"Bradley"	"Eagle Lake"	98	0	0	0	0	0	0	21	0	0	2	0	4	0	4	4	3	3	6	29	22	54	32	29	64
"AR"	2012	"Bradley"	"Hermitage City"	202	0	0	1	0	0	0	62	0	0	0	0	4	0	1	1	6	9	15	61	46	108	67	56	124
"AR"	2012	"Bradley"	"Hermitage Rural"	283	0	0	1	0	0	2	30	0	1	2	0	4	1	0	1	9	33	42	45	110	155	59	153	213
"AR"	2012	"Bradley"	"Jersey"	137	0	0	2	0	0	0	46	0	0	0	0	4	4	1	5	5	6	11	41	37	81	50	44	97
"AR"	2012	"Bradley"	"Johnsville"	168	0	0	0	0	0	0	49	0	0	0	0	4	1	1	2	10	12	23	46	42	90	57	55	115
"AR"	2012	"Bradley"	"Marion"	83	0	0	0	0	0	0	6	0	0	1	0	4	0	1	1	3	11	14	15	22	39	18	34	54
"AR"	2012	"Bradley"	"North"	836	0	2	2	0	0	0	119	0	1	4	0	4	8	18	26	75	203	285	78	226	311	161	447	622
"AR"	2012	"Bradley"	"South"	392	0	0	1	0	0	0	43	0	0	1	0	4	3	8	11	33	82	116	33	117	151	69	207	278
"AR"	2012	"Bradley"	"Springhill"	173	0	0	0	0	0	0	22	0	0	0	0	4	0	3	3	7	21	28	29	67	97	36	91	128
"AR"	2012	"Bradley"	"Ward 1"	842	0	0	3	0	0	0	390	2	5	4	2	4	11	3	15	182	53	242	197	73	283	390	129	540
"AR"	2012	"Bradley"	"Ward 2"	855	0	3	2	0	0	0	233	0	5	1	1	4	9	15	25	138	159	302	119	135	257	266	309	584
"AR"	2012	"Bradley"	"Ward 3"	880	0	2	2	0	0	0	363	0	1	0	1	4	9	4	13	205	108	321	147	90	245	361	202	579
