state	year	county	precinct	g2012_REG_tv	g2012_USP_adv	g2012_USP_arv	g2012_USP_atv	g2012_USP_dv	g2012_USP_edv	g2012_USP_erv	g2012_USP_etv	g2012_USP_ldv	g2012_USP_lrv	g2012_USP_ltv	g2012_USP_pdv	g2012_USP_prv	g2012_USP_ptv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_lrv	g2012_USH_arv	g2012_USH_erv	g2012_USH_prv	g2012_USH_rv	g2012_USH_ldv	g2012_USH_adv	g2012_USH_edv	g2012_USH_pdv	g2012_USH_dv	g2012_USH_tv	cd2	g2012_REG_tv2	g2012_USH_lrv2	g2012_USH_arv2	g2012_USH_erv2	g2012_USH_prv2	g2012_USH_rv2	g2012_USH_ldv2	g2012_USH_adv2	g2012_USH_edv2	g2012_USH_pdv2	g2012_USH_dv2	g2012_USH_tv2	cd3	g2012_REG_tv3	g2012_USH_lrv3	g2012_USH_arv3	g2012_USH_erv3	g2012_USH_prv3	g2012_USH_rv3	g2012_USH_ldv3	g2012_USH_adv3	g2012_USH_edv3	g2012_USH_pdv3	g2012_USH_dv3	g2012_USH_tv3	cd4	g2012_REG_tv4	g2012_USH_lrv4	g2012_USH_arv4	g2012_USH_erv4	g2012_USH_prv4	g2012_USH_rv4	g2012_USH_ldv4	g2012_USH_adv4	g2012_USH_edv4	g2012_USH_pdv4	g2012_USH_dv4	g2012_USH_tv4	ld	g2012_STH_lrv	g2012_STH_arv	g2012_STH_erv	g2012_STH_prv	g2012_STH_rv	g2012_STH_ldv	g2012_STH_adv	g2012_STH_edv	g2012_STH_pdv	g2012_STH_dv	g2012_STH_tv	ld2	g2012_STH_lrv2	g2012_STH_arv2	g2012_STH_erv2	g2012_STH_prv2	g2012_STH_rv2	g2012_STH_ldv2	g2012_STH_adv2	g2012_STH_edv2	g2012_STH_pdv2	g2012_STH_dv2	g2012_STH_tv2	ld3	g2012_STH_lrv3	g2012_STH_arv3	g2012_STH_erv3	g2012_STH_prv3	g2012_STH_rv3	g2012_STH_ldv3	g2012_STH_adv3	g2012_STH_edv3	g2012_STH_pdv3	g2012_STH_dv3	g2012_STH_tv3	sd	g2012_STS_lrv	g2012_STS_arv	g2012_STS_erv	g2012_STS_prv	g2012_STS_rv	g2012_STS_ldv	g2012_STS_adv	g2012_STS_edv	g2012_STS_pdv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_lrv2	g2012_STS_arv2	g2012_STS_erv2	g2012_STS_prv2	g2012_STS_rv2	g2012_STS_ldv2	g2012_STS_adv2	g2012_STS_edv2	g2012_STS_pdv2	g2012_STS_dv2	g2012_STS_tv2	sd3	g2012_STS_lrv3	g2012_STS_arv3	g2012_STS_erv3	g2012_STS_prv3	g2012_STS_rv3	g2012_STS_ldv3	g2012_STS_adv3	g2012_STS_edv3	g2012_STS_pdv3	g2012_STS_dv3	g2012_STS_tv3
"GA"	2012	"Appling"	"1A"	260	3	13	16	30	11	25	37	15	117	132	1	0	1	155	186	12	92	10	23	1	126	36	5	14	0	55	181																																								156	114	9	30	1	154						154																									19	119	11	30	1	161						161																								
"GA"	2012	"Appling"	"1A1"	281	0	22	23	18	5	42	49	13	130	147	0	0	0	194	219	12	117	17	35	0	169	26	6	14	0	46	215																																								156	127	17	40	0	184						184																									19	98	18	44	0	160						160																								
"GA"	2012	"Appling"	"1B"	1164	13	58	75	111	30	191	223	68	369	440	0	0	0	618	738	12	300	44	162	0	506	129	28	53	0	210	716																																								156	360	54	154	0	568						568																									19	381	58	173	0	612						612																								
"GA"	2012	"Appling"	"1C"	786	8	44	52	41	9	143	154	24	282	316	0	0	0	469	522	12	250	35	117	0	402	64	16	34	0	114	516																																								156	256	45	130	0	431						431																									19	268	49	137	0	454						454																								
"GA"	2012	"Appling"	"1D"	139	1	9	10	6	0	8	9	5	64	70	0	0	0	81	89	12	40	9	9	0	58	27	1	0	0	28	86																																								156	56	9	9	0	74						74																									19	59	10	9	0	78						78																								
"GA"	2012	"Appling"	"2"	1954	100	34	134	796	311	120	432	385	199	588	0	0	0	353	1154	12	155	29	110	0	294	403	95	299	0	797	1091																																								156	326	64	199	0	589						589																									19	350	70	228	0	648						648																								
"GA"	2012	"Appling"	"3A"	289	0	10	10	11	3	34	39	8	146	155	0	1	1	191	205	12	125	8	26	1	160	23	1	12	0	36	196																																								156	123	6	32	1	162						162																									19	128	8	34	1	171						171																								
"GA"	2012	"Appling"	"3B"	340	12	10	22	125	19	23	42	94	67	163	0	0	0	100	227	12	51	7	18	0	76	106	15	22	0	143	219																																								178	77	11	26	0	114						114																									19	86	13	27	0	126						126																								
"GA"	2012	"Appling"	"3C"	1593	42	74	117	286	110	283	395	133	309	452	1	0	1	666	965	12	267	61	239	1	568	177	49	140	0	366	934																																								156	338	86	289	1	714						714																									19	356	89	300	1	746						746																								
"GA"	2012	"Appling"	"4A"	379	1	9	10	15	3	35	38	11	208	223	0	0	0	252	271	12	169	9	28	0	206	50	1	8	0	59	265																																								178	196	9	28	0	233						233																									19	205	9	34	0	248						248																								
"GA"	2012	"Appling"	"4B"	426	1	25	26	9	4	71	75	4	219	227	0	0	0	315	328	12	186	24	61	0	271	33	2	13	0	48	319																																								178	189	23	62	0	274						274																									19	203	22	64	0	289						289																								
"GA"	2012	"Appling"	"4C"	413	0	12	12	13	4	60	64	9	209	218	0	0	0	281	294	12	152	8	55	0	215	57	4	10	0	71	286																																								178	174	11	53	0	238						238																									19	188	11	59	0	258						258																								
"GA"	2012	"Appling"	"4D"	977	3	46	51	80	42	243	287	35	319	358	0	0	0	608	696	12	251	41	202	0	494	93	10	76	0	179	673																																								178	295	47	222	0	564						564																									19	313	51	238	0	602						602																								
"GA"	2012	"Appling"	"5A"	1014	6	38	46	86	31	182	217	49	265	320	0	0	0	485	583	12	216	25	158	0	399	90	18	49	0	157	556																																								156	252	29	163	0	444						444																									19	267	33	179	0	479						479																								
"GA"	2012	"Appling"	"5B"	583	5	13	18	102	18	93	114	79	150	234	0	0	0	256	366	12	126	13	78	0	217	102	5	30	0	137	354																																								156	165	16	89	0	270						270																									19	178	17	97	0	292						292																								
"GA"	2012	"Appling"	"5C"	357	5	16	21	29	5	41	46	19	152	173	0	0	0	209	240	12	131	15	32	0	178	41	6	14	0	61	239																																								156	147	11	33	0	191						191																									19	158	14	38	0	210						210																								
"GA"	2012	"Atkinson"	"Axson"	635	6	14	20	62	11	137	148	45	244	292	0	0	0	395	460	8	202	19	109	0	330						330																																								176	210	19	111	0	340						340																									7	230	17	115	0	362	41	1	21	0	63	425																								
"GA"	2012	"Atkinson"	"Pearson City"	887	25	15	40	353	166	100	267	162	63	226	0	0	0	178	533	8	117	19	135	0	271						271																																								176	123	19	139	0	281						281																									7	72	17	102	0	191	123	18	129	0	270	461																								
"GA"	2012	"Atkinson"	"Pearson County"	1632	14	70	87	226	118	516	642	94	270	370	0	0	0	856	1099	8	275	66	468	0	809						809																																								176	281	68	472	0	821						821																									7	264	61	488	0	813	80	18	129	0	227	1040																								
"GA"	2012	"Atkinson"	"Willacoochee"	1217	13	27	41	289	54	154	210	222	328	559	0	0	0	509	810	8	356	29	154	0	539						539																																								176	354	29	156	0	539						539																									7	307	24	132	0	463	209	16	62	0	287	750																								
"GA"	2012	"Bacon"	"Douglas"	2683	21	53	74	599	234	940	1187	344	454	805	0	0	0	1447	2066	1	483	64	952	0	1499	225	10	182	0	417	1916																																								169	510	50	871	0	1431						1431																									7	465	51	923	0	1439	234	18	195	0	447	1886																								
"GA"	2012	"Bacon"	"New Lacy"	873	0	8	8	79	33	355	390	46	256	306	0	1	1	620	705	1	254	7	343	1	605	37	1	34	0	72	677																																								169	235	5	307	1	548						548																									7	254	6	338	1	599	37	1	33	0	71	670																								
"GA"	2012	"Bacon"	"Taylor"	695	3	14	18	54	21	270	293	30	220	255	0	0	0	504	566	1	219	15	251	0	485	27	4	31	0	62	547																																								169	204	17	222	0	443						443																									7	208	15	252	0	475	26	5	27	0	58	533																								
"GA"	2012	"Bacon"	"Ware"	421	2	11	14	37	14	148	164	21	140	165	0	0	0	299	343	1	143	13	146	0	302	15	2	13	0	30	332																																								169	121	12	133	0	266						266																									7	137	12	140	0	289	17	3	14	0	34	323																								
"GA"	2012	"Bacon"	"Warnock"	309	0	3	3	22	8	102	111	14	118	136	0	0	0	223	250	1	120	3	98	0	221	13	0	11	0	24	245																																								169	112	1	88	0	201						201																									7	119	1	99	0	219	13	0	6	0	19	238																								
"GA"	2012	"Baker"	"Anna"	150	1	5	6	36	5	7	12	29	65	95	1	0	1	77	114	2	38	4	7	0	49	51	2	5	1	59	108																																								154						48	0	7	0	55	55																									12						43	1	7	0	51	51																								
"GA"	2012	"Baker"	"Elmodel"	427	15	7	22	175	84	33	117	76	93	169	0	1	1	134	309	2	61	4	27	1	93	103	18	88	0	209	302																																								154						107	17	86	1	211	211																									12						110	16	79	1	206	206																								
"GA"	2012	"Baker"	"Hoggard Mill"	312	15	4	19	127	30	25	55	79	55	135	3	0	3	84	212	2	42	1	22	0	65	89	18	32	2	141	206																																								154						108	13	35	2	158	158																									12						103	13	33	2	151	151																								
"GA"	2012	"Baker"	"Milford"	285	8	14	22	103	17	19	36	78	91	170	0	0	0	124	228	2	70	13	14	0	97	95	8	20	0	123	220																																								154						104	7	23	0	134	134																									12						98	5	25	0	128	128																								
"GA"	2012	"Baker"	"Newton"	988	34	47	84	353	139	162	301	180	157	341	0	0	0	366	726	2	103	37	127	0	267	231	43	168	0	442	709																																								154						243	50	189	0	482	482																									12						237	46	174	0	457	457																								
"GA"	2012	"Baldwin"	"Boddie"	712	54	4	59	333	101	77	178	178	55	236	0	0	0	136	473	10	112	22	98	0	232						232																																								145						170	51	96	0	317	454																									25	49	7	67	0	123	148	51	95	0	294	417																								
"GA"	2012	"Baldwin"	"City Hall Annex"	620	23	23	47	284	122	54	177	137	56	197	2	0	2	133	423	10	100	23	82	1	206						206																																								145						123	23	108	2	256	407																									25	54	15	50	1	120	125	25	114	1	265	385																								
"GA"	2012	"Baldwin"	"Coopers"	1260	10	21	32	301	119	221	346	171	402	578	1	0	1	644	957	10	428	21	247	1	697						697																																								145						174	11	112	1	298	910																									25	327	21	190	0	538	216	10	142	1	369	907																								
"GA"	2012	"Baldwin"	"Courthouse"	918	21	18	39	248	127	99	230	100	117	227	0	0	0	234	496	10	162	28	132	0	322						322																																								145						79	18	101	0	198	457																									25	113	20	90	0	223	98	18	115	0	231	454																								
"GA"	2012	"Baldwin"	"East Baldwin"	3015	45	55	101	1067	540	673	1221	482	538	1037	0	1	1	1267	2360	10	703	72	790	1	1566						1566																																								145						428	41	487	0	956	2266																									25	481	49	602	1	1133	498	50	541	0	1089	2222																								
"GA"	2012	"Baldwin"	"East Hardwick"	1010	39	4	43	577	215	56	274	323	52	378	0	0	0	112	695	10	163	16	132	0	311						311																																								145						296	39	196	0	531	669																									25	54	2	49	0	105	290	41	195	0	526	631																								
"GA"	2012	"Baldwin"	"Fire Dept"	1065	75	17	92	611	307	130	440	229	61	295	0	0	0	208	827	10	141	33	201	0	375						375																																								145						196	56	263	0	515	800																									25	56	16	126	0	198	222	74	296	0	592	790																								
"GA"	2012	"Baldwin"	"Meriwether"	2148	25	42	67	624	342	572	918	257	451	715	0	0	0	1065	1700	10	538	46	652	0	1236						1236																																								145						263	16	289	0	568	1618																									25	417	33	530	0	980	266	30	356	0	652	1632																								
"GA"	2012	"Baldwin"	"North Baldwin"	2824	37	76	114	636	359	842	1213	240	694	939	0	2	2	1614	2268	10	731	86	928	2	1747						1747																																								145						211	30	283	1	525	2171																									25	617	72	793	2	1484	273	40	379	0	692	2176																								
"GA"	2012	"Baldwin"	"North Milledgeville"	1710	36	49	87	668	323	331	660	306	254	569	3	0	3	634	1319	10	397	63	418	1	879						879																																								145						253	30	246	3	532	1283																									25	243	50	296	0	589	306	36	328	3	673	1262																								
"GA"	2012	"Baldwin"	"Scottsboro"	880	8	12	20	253	89	130	222	156	232	394	0	0	0	374	636	10	266	12	145	0	423						423																																								145						138	9	87	0	234	602																									25	185	8	115	0	308	182	10	86	0	278	586																								
"GA"	2012	"Baldwin"	"South Milledgeville"	1496	55	18	74	751	379	94	474	316	101	421	1	0	1	213	970	10	219	36	242	0	497						497																																								145						286	49	315	1	651	920																									25	88	16	85	0	189	288	56	355	1	700	889																								
"GA"	2012	"Baldwin"	"West Baldwin"	1521	24	24	48	615	292	276	572	297	272	577	2	1	3	573	1200	10	354	31	346	3	734						734																																								145						275	18	264	3	560	1128																									25	248	21	244	1	514	291	27	295	2	615	1129																								
"GA"	2012	"Baldwin"	"West Hardwick"	2558	63	28	92	1515	681	207	893	768	147	920	3	0	3	382	1908	10	397	43	398	1	839						839																																								145						687	55	591	3	1336	1828																									25	138	30	187	1	356	687	62	637	2	1388	1744																								
"GA"	2012	"Banks"	"Anderson"	1033	2	15	18	92	21	228	249	69	400	474	0	0	0	643	741	9	362	16	203	0	581	94	2	29	0	125	706																																								28	424	11	222	0	657						657																									50	418	11	215	0	644						644																								
"GA"	2012	"Banks"	"Baldwin"	625	3	29	34	55	17	104	121	35	225	265	0	0	0	358	420	9	192	29	94	0	315	61	4	24	0	89	404																																								28	232	26	103	0	361						361																									50	229	27	105	0	361						361																								
"GA"	2012	"Banks"	"Berlin"	269	0	2	2	15	4	83	87	11	108	121	0	0	0	193	210	9	89	2	78	0	169	28	0	6	0	34	203																																								28	109	2	78	0	189						189																									50	110	2	79	0	191						191																								
"GA"	2012	"Banks"	"Bushville"	545	3	12	15	47	14	103	118	30	194	226	0	0	0	309	359	9	183	12	100	0	295	32	4	12	0	48	343																																								28	207	6	109	0	322						322																									50	207	6	109	0	322						322																								
"GA"	2012	"Banks"	"Columbia"	276	1	11	12	22	5	23	28	16	164	182	0	0	0	198	222	9	150	8	17	0	175	21	2	7	0	30	205																																								28	166	10	18	0	194						194																									50	171	10	19	0	200						200																								
"GA"	2012	"Banks"	"Davids"	1231	12	25	39	127	45	237	284	70	440	517	0	0	0	702	840	9	410	25	225	0	660	90	13	48	0	151	811																																								28	460	27	240	0	727						727																									50	462	27	238	0	727						727																								
"GA"	2012	"Banks"	"Golden Hill"	660	3	13	16	60	21	111	134	35	253	294	1	0	1	377	445	9	218	10	104	0	332	63	3	25	1	92	424																																								28	252	11	113	1	377						377																									50	248	11	113	1	373						373																								
"GA"	2012	"Banks"	"Grove River"	408	1	13	14	26	13	42	55	12	224	236	0	0	0	279	305	9	212	12	37	0	261	16	2	16	0	34	295																																								28	220	13	47	0	280						280																									50	218	13	45	0	276						276																								
"GA"	2012	"Banks"	"Hollingsworth"	506	0	11	11	50	19	92	111	31	201	234	0	1	1	305	357	9	177	9	82	1	269	48	2	21	0	71	340																																								28	199	11	96	1	307						307																									50	205	10	91	1	307						307																								
"GA"	2012	"Banks"	"Homer"	1041	6	20	27	93	45	301	348	42	296	344	0	0	0	617	719	9	261	19	280	0	560	69	8	51	0	128	688																																								28	317	23	310	0	650						650																									50	314	24	301	0	639						639																								
"GA"	2012	"Banks"	"Poplar Springs"	1180	6	24	30	85	30	239	270	49	503	557	0	0	0	766	857	9	437	21	222	0	680	98	7	42	0	147	827																																								28	493	25	240	0	758						758																									50	497	24	245	0	766						766																								
"GA"	2012	"Banks"	"Washington"	516	5	10	15	43	3	108	112	35	206	243	0	0	0	324	370	9	168	12	98	0	278	52	3	8	0	63	341																																								28	195	14	103	0	312						312																									50	192	14	104	0	310						310																								
"GA"	2012	"Banks"	"Wilmonts"	471	6	9	15	65	14	109	123	45	165	210	0	0	0	283	348	9	142	9	99	0	250	57	5	18	0	80	330																																								28	174	11	109	0	294						294																									50	177	10	109	0	296						296																								
"GA"	2012	"Barrow"	"01 Bethlehem Community Center"	2250	4	27	31	339	121	518	649	214	675	910	0	0	0	1220	1590	10	781	28	547	0	1356						1356																																								116	646	23	456	0	1125						1125	114	148	5	91	0	244						244													47	669	26	493	0	1188	206	5	122	0	333	1521																								
"GA"	2012	"Barrow"	"02 Bethabra Baptist Church"	2345	16	88	105	275	120	812	935	139	656	809	0	1	1	1557	1850	10	703	87	826	1	1617						1617																																								116	702	89	832	1	1624						1624																									47	633	80	777	1	1491	150	17	127	0	294	1785																								
"GA"	2012	"Barrow"	"03 Bramlett Elementary School"	2173	11	40	52	279	100	479	587	168	732	924	0	1	1	1252	1564	10	811	38	496	0	1345						1345																																								116	814	41	502	0	1357						1357																									47	698	40	458	0	1196	184	9	101	0	294	1490																								
"GA"	2012	"Barrow"	"04 Westside Middle School"	1917	12	31	44	262	119	535	661	130	442	587	1	0	1	1008	1293	10	495	40	555	1	1091						1091																																								116	503	38	560	1	1102						1102																									47	421	31	510	0	962	121	11	124	1	257	1219																								
"GA"	2012	"Barrow"	"05 Fire Station 1 (Statham)"	3282	21	62	83	620	296	756	1060	303	904	1226	0	0	0	1722	2369	10	1000	67	836	0	1903						1903																																								116	1028	64	861	0	1953						1953																									47	864	59	746	0	1669	294	15	276	0	585	2254																								
"GA"	2012	"Barrow"	"06 Winder Barrow High School"	1548	6	28	34	266	151	462	619	109	360	478	0	0	0	850	1131	10	402	31	496	0	929						929																																								116	408	31	513	0	952						952																									47	343	28	441	0	812	111	4	150	0	265	1077																								
"GA"	2012	"Barrow"	"07 Statham Elementary School"	1979	20	44	65	474	262	384	653	192	517	726	0	1	1	946	1445	10	575	51	463	1	1090						1090																																								117	579	47	458	0	1084						1084																									47	485	42	384	1	912	194	18	239	0	451	1363																								
"GA"	2012	"Barrow"	"08 Holsenbeck Elementary School"	2128	11	22	34	288	132	635	774	145	560	732	0	0	0	1217	1540	10	621	27	650	0	1298						1298																																								116	428	21	434	0	883						883	117	195	8	222	0	425						425													47	542	24	606	0	1172	160	10	136	0	306	1478																								
"GA"	2012	"Barrow"	"09 Lions Club"	2396	7	58	65	370	213	851	1073	150	497	663	0	1	1	1407	1802	10	573	59	904	0	1536						1536																																								116	580	60	931	0	1571						1571																									47	490	60	831	0	1381	146	5	210	0	361	1742																								
"GA"	2012	"Barrow"	"10 Leisure Services Center"	2082	11	46	59	622	373	344	729	238	280	529	0	0	0	670	1317	10	408	50	479	0	937						937																																								116	409	49	499	0	957						957																									47	273	41	352	0	666	222	16	324	0	562	1228																								
"GA"	2012	"Barrow"	"11 Apalachee High School"	2095	21	34	56	402	191	383	583	190	634	838	0	0	0	1051	1477	10	701	37	427	0	1165						1165																																								114	707	38	437	0	1182						1182																									47	615	32	362	0	1009	185	18	200	0	403	1412																								
"GA"	2012	"Barrow"	"12 Midway United Methodist Church"	1962	14	52	67	249	86	479	570	149	658	827	0	0	0	1189	1464	10	716	56	483	0	1255						1255																																								116	717	55	488	0	1260						1260																									47	630	47	446	0	1123	155	15	91	0	261	1384																								
"GA"	2012	"Barrow"	"13 Winder Community Center"	1843	12	53	65	332	179	514	706	141	345	506	0	0	0	912	1277	10	415	55	558	0	1028						1028																																								116	422	56	588	0	1066						1066																									47	352	51	516	0	919	126	13	159	0	298	1217																								
"GA"	2012	"Barrow"	"14 Cedar Creek Baptist Church"	987	4	19	23	123	53	254	310	65	292	369	1	0	1	565	703	10	319	20	258	1	598						598																																								116	319	20	265	1	605						605																									47	288	19	239	0	546	62	2	57	1	122	668																								
"GA"	2012	"Barrow"	"15 County Line Elementary School"	2258	9	61	73	259	127	698	832	123	631	763	0	0	0	1390	1668	10	670	65	715	0	1450						1450																																								116	671	64	732	0	1467						1467																									47	609	65	656	0	1330	128	9	131	0	268	1598																								
"GA"	2012	"Barrow"	"16 Bethlehem First Baptist Church"	3851	39	65	105	868	445	831	1286	383	873	1304	1	0	1	1769	2696	10	1027	72	969	0	2068						2068																																								114	790	39	687	0	1516						1516	116	252	30	286	0	568						568													47	856	62	811	0	1729	363	35	416	0	814	2543																								
"GA"	2012	"Bartow"	"ADAIRSVILLE"	4650	31	98	136	635	156	653	812	448	1712	2193	0	3	3	2466	3144	11	1631	102	626	3	2362	461	31	143	0	635	2997																																								14	1887	102	664	3	2656						2656																									14	1342	83	484	2	1911						1911	52	537	21	187	1	746						746												
"GA"	2012	"Bartow"	"ALLATOONA"	2895	22	78	102	435	108	354	465	304	977	1311	1	3	5	1412	1883	11	934	80	342	2	1358	303	22	104	2	431	1789																																								15	926	78	340	2	1346	297	23	102	2	424	1770																									14	1083	87	373	3	1546						1546																								
"GA"	2012	"Bartow"	"BEAVERS DRIVE"	3847	29	96	125	593	248	995	1251	316	1133	1470	0	1	1	2225	2847	11	1116	92	988	1	2197	299	29	225	0	553	2750																																								14	1250	103	1032	1	2386						2386																									14	1284	102	1055	0	2441						2441																								
"GA"	2012	"Bartow"	"CARTERSVILLE EAST"	4589	55	101	157	1078	554	1202	1768	464	802	1293	5	0	5	2105	3223	11	810	108	1160	0	2078	440	44	538	5	1027	3105																																								15	822	106	1170	1	2099	405	41	491	4	941	3040	14	13	4	25	0	42						42													14	1044	123	1383	3	2553						2553																								
"GA"	2012	"Bartow"	"CARTERSVILLE WEST"	5193	69	136	206	1140	593	1647	2258	478	982	1491	0	4	4	2769	3959	11	990	141	1621	4	2756	447	62	559	0	1068	3824																																								15	1004	149	1627	4	2784	434	55	538	0	1027	3811																									52	1184	150	1750	3	3087						3087																								
"GA"	2012	"Bartow"	"CASSVILLE"	3835	26	95	123	710	319	907	1236	365	901	1293	0	0	0	1903	2652	11	872	94	892	0	1858	358	24	309	0	691	2549																																								14	1066	96	1002	0	2164						2164																									14	1095	101	1019	0	2215						2215																								
"GA"	2012	"Bartow"	"CENTER"	2657	22	99	121	333	133	636	777	177	946	1145	1	3	5	1684	2048	11	928	96	614	2	1640	183	19	141	3	346	1986																																								15	698	83	473	3	1257	122	14	111	2	249	1506	14	259	17	150	0	426						426													14	1010	97	657	3	1767						1767																								
"GA"	2012	"Bartow"	"EMERSON"	2160	18	64	84	321	107	414	533	196	681	894	0	1	1	1160	1512	11	658	64	408	0	1130	194	20	103	0	317	1447																																								15	661	64	416	0	1141	190	19	96	0	305	1446																									52	733	67	435	0	1235						1235																								
"GA"	2012	"Bartow"	"EUHARLEE"	2634	10	36	46	409	178	523	703	220	923	1163	1	1	2	1483	1914	11	891	40	510	1	1442	219	8	173	1	401	1843																																								16	655	29	372	1	1057	202	8	159	0	369	1426	15	197	6	111	0	314	55	3	29	1	88	402													52	1001	43	568	1	1613						1613																								
"GA"	2012	"Bartow"	"FOLSOM"	971	2	17	20	62	11	125	139	49	457	512	0	0	0	599	671	11	425	16	120	0	561	57	4	12	0	73	634																																								14	450	13	122	0	585						585																									14	458	14	121	0	593						593																								
"GA"	2012	"Bartow"	"KINGSTON"	1918	18	38	56	257	55	306	362	184	702	902	0	3	3	1049	1323	11	671	35	292	3	1001	185	20	57	0	262	1263																																								14	741	40	314	3	1098						1098																									52	736	41	312	3	1092						1092																								
"GA"	2012	"Bartow"	"MISSION ROAD"	4152	16	81	98	704	340	1012	1361	347	1156	1541	1	2	3	2251	3003	11	1147	79	987	2	2215	338	16	327	1	682	2897																																								15	1173	73	1005	1	2252	312	18	310	2	642	2894																									52	1289	81	1099	2	2471						2471																								
"GA"	2012	"Bartow"	"PINE LOG"	1573	11	53	65	182	38	245	289	132	701	849	1	1	2	1000	1205	11	678	52	233	1	964	149	12	47	0	208	1172																																								14	726	50	241	1	1018						1018																									14	737	50	246	1	1034						1034																								
"GA"	2012	"Bartow"	"TAYLORSVILLE"	1995	10	56	66	215	53	344	399	152	882	1046	0	2	2	1284	1513	11	849	53	332	2	1236	157	11	54	0	222	1458																																								16	821	53	312	2	1188	180	12	63	0	255	1443																									52	930	55	343	2	1330						1330																								
"GA"	2012	"Bartow"	"WHITE"	1855	12	48	62	194	65	351	428	117	740	874	0	0	0	1139	1364	11	712	44	335	0	1091	124	16	82	0	222	1313																																								14	754	52	361	0	1167						1167																									14	768	52	367	0	1187						1187																								
"GA"	2012	"Bartow"	"WOODLAND HIGH"	1077	6	22	28	151	65	265	332	80	316	406	0	0	0	603	766	11	316	22	265	0	603	81	6	65	0	152	755																																								15	322	20	260	0	602	70	7	68	0	145	747																									52	354	25	292	0	671						671																								
"GA"	2012	"Bartow"	"ZENA DRIVE"	4048	33	98	133	977	441	845	1292	501	801	1328	2	0	2	1744	2755	11	778	100	827	0	1705	476	30	412	1	919	2624																																								15	792	102	837	0	1731	462	25	398	1	886	2617																									14	1014	112	981	1	2108						2108																								
"GA"	2012	"BenHill"	"East"	2699	56	17	73	1183	714	425	1143	412	240	659	1	0	1	682	1876	8	428	44	661	0	1133						1133																																								155	438	45	671	0	1154						1154																									7	240	16	408	0	664	382	51	657	1	1091	1755																								
"GA"	2012	"BenHill"	"Special East"	702	8	12	20	190	97	140	237	85	110	195	0	0	0	262	452	8	150	16	175	0	341						341																																								155	145	15	178	0	338						338																									7	94	14	127	0	235	92	5	104	0	201	436																								
"GA"	2012	"BenHill"	"Special West"	1985	23	31	57	441	235	481	720	182	386	577	1	0	1	898	1355	8	482	42	540	0	1064						1064																																								155	485	41	548	0	1074						1074																									7	348	28	401	0	777	215	29	296	1	541	1318																								
"GA"	2012	"BenHill"	"West"	2946	29	92	121	683	386	794	1193	268	572	843	0	0	0	1458	2157	8	688	98	892	0	1678						1678																																								155	692	97	907	0	1696						1696																									7	520	74	682	0	1276	302	43	467	0	812	2088																								
"GA"	2012	"BenHill"	"Williamson Mill"	165	3	3	6	15	6	22	28	6	71	78	0	0	0	96	112	8	70	4	21	0	95						95																																								155	69	4	23	0	96						96																									7	65	3	19	0	87	11	3	8	0	22	109																								
"GA"	2012	"Berrien"	"Alapaha"	1047	15	28	43	226	62	114	178	149	338	492	0	1	1	481	714	8	388	34	134	1	557						557																																								170	405	38	148	1	592						592																									7	336	28	114	1	479	138	15	55	0	208	687																								
"GA"	2012	"Berrien"	"East Berrien"	703	2	14	16	46	20	160	182	24	232	261	0	0	0	406	459	8	217	13	151	0	381						381																																								170	238	14	165	0	417						417																									7	217	12	156	0	385	30	4	20	0	54	439																								
"GA"	2012	"Berrien"	"Enigma"	963	6	26	32	89	16	62	79	67	358	428	0	0	0	446	539	8	375	27	67	0	469						469																																								170	377	27	70	0	474						474																									7	347	23	59	0	429	59	7	16	0	82	511																								
"GA"	2012	"Berrien"	"Lois"	573	1	10	11	64	17	90	107	46	192	242	0	0	0	292	360	8	216	10	93	0	319						319																																								170	218	10	94	0	322						322																									7	193	9	88	0	290	47	1	15	0	63	353																								
"GA"	2012	"Berrien"	"Nashville"	4966	38	115	156	634	312	1229	1557	282	896	1198	2	1	4	2241	2915	8	1032	122	1251	3	2408						2408																																								170	1092	127	1358	3	2580						2580																									7	939	103	1226	2	2270	216	42	258	2	518	2788																								
"GA"	2012	"Berrien"	"Ray City"	1154	1	8	9	152	44	125	172	107	315	431	0	0	0	448	612	8	348	7	132	0	487						487																																								170	364	6	142	0	512						512																									7	295	5	117	0	417	106	0	51	0	157	574																								
"GA"	2012	"Berrien"	"West Berrien"	905	10	33	44	62	12	134	147	40	362	410	0	0	0	529	601	8	369	40	130	0	539						539																																								170	379	37	131	0	547						547																									7	362	33	126	0	521	39	12	19	0	70	591																								
"GA"	2012	"Bibb"	"EAST MACON 1"	1910	86	3	89	1141	334	4	338	720	14	734	1	0	1	21	1162	2	18	4	5	0	27	682	83	317	1	1083	1110																																								143						652	84	304	1	1041	1041																									26	18	4	10	0	32	692	85	319	1	1097	1129																								
"GA"	2012	"Bibb"	"EAST MACON 2"	1598	58	6	64	1132	385	11	397	688	40	730	1	0	1	57	1192	2	36	6	10	0	52	672	58	373	1	1104	1156																																								143						664	53	360	1	1078	1078																									26	48	7	16	0	71	671	55	369	1	1096	1167																								
