state	year	county	precinct	g2012_REG_tv	g2012_USP_adv	g2012_USP_arv	g2012_USP_atv	g2012_USP_dv	g2012_USP_edv	g2012_USP_erv	g2012_USP_etv	g2012_USP_ldv	g2012_USP_lrv	g2012_USP_ltv	g2012_USP_pdv	g2012_USP_prv	g2012_USP_ptv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_lrv	g2012_USH_arv	g2012_USH_erv	g2012_USH_prv	g2012_USH_rv	g2012_USH_ldv	g2012_USH_adv	g2012_USH_edv	g2012_USH_pdv	g2012_USH_dv	g2012_USH_tv	cd2	g2012_REG_tv2	g2012_USH_lrv2	g2012_USH_arv2	g2012_USH_erv2	g2012_USH_prv2	g2012_USH_rv2	g2012_USH_ldv2	g2012_USH_adv2	g2012_USH_edv2	g2012_USH_pdv2	g2012_USH_dv2	g2012_USH_tv2	cd3	g2012_REG_tv3	g2012_USH_lrv3	g2012_USH_arv3	g2012_USH_erv3	g2012_USH_prv3	g2012_USH_rv3	g2012_USH_ldv3	g2012_USH_adv3	g2012_USH_edv3	g2012_USH_pdv3	g2012_USH_dv3	g2012_USH_tv3	cd4	g2012_REG_tv4	g2012_USH_lrv4	g2012_USH_arv4	g2012_USH_erv4	g2012_USH_prv4	g2012_USH_rv4	g2012_USH_ldv4	g2012_USH_adv4	g2012_USH_edv4	g2012_USH_pdv4	g2012_USH_dv4	g2012_USH_tv4	ld	g2012_STH_lrv	g2012_STH_arv	g2012_STH_erv	g2012_STH_prv	g2012_STH_rv	g2012_STH_ldv	g2012_STH_adv	g2012_STH_edv	g2012_STH_pdv	g2012_STH_dv	g2012_STH_tv	ld2	g2012_STH_lrv2	g2012_STH_arv2	g2012_STH_erv2	g2012_STH_prv2	g2012_STH_rv2	g2012_STH_ldv2	g2012_STH_adv2	g2012_STH_edv2	g2012_STH_pdv2	g2012_STH_dv2	g2012_STH_tv2	ld3	g2012_STH_lrv3	g2012_STH_arv3	g2012_STH_erv3	g2012_STH_prv3	g2012_STH_rv3	g2012_STH_ldv3	g2012_STH_adv3	g2012_STH_edv3	g2012_STH_pdv3	g2012_STH_dv3	g2012_STH_tv3	sd	g2012_STS_lrv	g2012_STS_arv	g2012_STS_erv	g2012_STS_prv	g2012_STS_rv	g2012_STS_ldv	g2012_STS_adv	g2012_STS_edv	g2012_STS_pdv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_lrv2	g2012_STS_arv2	g2012_STS_erv2	g2012_STS_prv2	g2012_STS_rv2	g2012_STS_ldv2	g2012_STS_adv2	g2012_STS_edv2	g2012_STS_pdv2	g2012_STS_dv2	g2012_STS_tv2	sd3	g2012_STS_lrv3	g2012_STS_arv3	g2012_STS_erv3	g2012_STS_prv3	g2012_STS_rv3	g2012_STS_ldv3	g2012_STS_adv3	g2012_STS_edv3	g2012_STS_pdv3	g2012_STS_dv3	g2012_STS_tv3
"GA"	2012	"Houston"	"HAFS"	1412	12	23	35	304	129	329	459	163	413	582	0	1	1	766	1077	8	462	28	361	1	852						852																																								148	445	27	353	0	825						825																									20	461	27	371	1	860						860																								
"GA"	2012	"Houston"	"HCHS"	2235	17	37	54	494	334	730	1071	143	373	532	0	0	0	1140	1657	8	436	40	864	0	1340						1340																																								146	438	40	853	0	1331						1331																									20	437	40	858	0	1335						1335																								
"GA"	2012	"Houston"	"HCTC"	5315	66	153	222	1509	836	1117	1966	607	767	1412	0	0	0	2037	3600	8	1093	166	1485	0	2744						2744																																								147	1121	167	1543	0	2831						2831																									20	1087	156	1465	0	2708						2708																								
"GA"	2012	"Houston"	"HEFS"	962	4	11	15	332	123	175	299	205	227	435	0	0	0	413	749	8	310	11	216	0	537						537																																								148	307	12	207	0	526						526																									20	319	12	212	0	543						543																								
"GA"	2012	"Houston"	"KATH"	1447	5	24	30	284	138	296	437	141	391	537	0	0	0	711	1004	8	465	27	344	0	836						836																																								148	456	26	335	0	817						817																									20	460	24	336	0	820						820																								
"GA"	2012	"Houston"	"MALL"	2536	29	37	66	768	320	493	817	417	523	962	2	0	2	1053	1847	8	728	47	633	2	1410						1410																																								147	750	50	644	2	1446						1446																									18	719	45	600	0	1364						1364																								
"GA"	2012	"Houston"	"MCMS"	5831	67	120	191	1410	913	1634	2557	430	1213	1667	0	1	1	2968	4416	8	1407	140	2002	1	3550						3550																																								146	1401	139	1971	1	3512						3512																									20	1398	137	1970	0	3505						3505																								
"GA"	2012	"Houston"	"MILL"	1986	25	34	61	524	204	381	588	295	467	786	0	0	0	882	1435	8	627	42	468	0	1137						1137																																								147	654	42	482	0	1178						1178																									20	622	41	456	0	1119						1119																								
"GA"	2012	"Houston"	"NSES"	2541	20	50	70	732	401	486	892	311	580	910	0	0	0	1116	1872	8	725	56	647	0	1428						1428																																								140	702	56	636	0	1394						1394																									18	714	55	639	0	1408						1408																								
"GA"	2012	"Houston"	"NSMS"	3038	44	52	96	1364	708	406	1118	610	448	1078	2	0	2	906	2294	8	754	77	678	1	1510						1510																																								140	718	74	657	0	1449						1449																									18	727	74	656	0	1457						1457																								
"GA"	2012	"Houston"	"NSSH"	1793	28	36	64	698	269	212	482	401	265	680	0	0	0	513	1226	8	459	47	312	0	818						818																																								147	486	44	339	0	869						869																									20	450	39	298	0	787						787																								
"GA"	2012	"Houston"	"QRUN"	2154	24	70	95	401	205	687	897	172	577	761	0	0	0	1334	1753	8	662	77	749	0	1488						1488																																								147	662	78	758	0	1498						1498																									20	651	76	728	0	1455						1455																								
"GA"	2012	"Houston"	"RECR"	3820	62	50	115	1606	756	288	1049	788	349	1147	0	0	0	687	2311	8	721	76	604	0	1401						1401																																								147	694	75	599	0	1368						1368	140	92	5	69	0	166						166													26	210	29	182	0	421	397	40	412	0	849	1270	20	308	24	236	0	568						568												
"GA"	2012	"Houston"	"ROZR"	9881	120	200	326	2522	1563	3065	4664	837	1395	2263	2	0	2	4660	7255	8	1751	241	3575	1	5568						5568																																								146	1541	197	3007	1	4746						4746	148	200	35	553	0	788						788													20	1762	244	3625	1	5632						5632																								
"GA"	2012	"Houston"	"TMS"	4845	45	86	131	1749	978	855	1841	726	747	1513	0	0	0	1688	3485	8	1141	98	1253	0	2492						2492																																								147	1154	97	1298	0	2549						2549																									18	654	49	642	0	1345						1345	20	463	46	594	0	1103						1103												
"GA"	2012	"Houston"	"TWPK"	2632	21	37	60	789	462	550	1017	304	557	875	2	0	2	1144	1954	8	689	40	736	1	1466						1466																																								146	678	40	736	1	1455						1455																									20	680	39	728	1	1448						1448																								
"GA"	2012	"Houston"	"VHS"	3650	35	61	99	732	434	1221	1663	263	818	1101	0	0	0	2100	2863	8	929	79	1359	0	2367						2367																																								146	681	60	1179	0	1920						1920	148	236	13	165	0	414						414													20	927	73	1351	0	2351						2351																								
"GA"	2012	"Irwin"	"Fletcher"	314	1	0	1	22	3	32	37	18	196	215	0	0	0	228	253	8	199	1	35	0	235						235																																								155	194	0	35	0	229						229																									7	174	0	29	0	203	34	1	6	0	41	244																								
"GA"	2012	"Irwin"	"Holt"	216	0	5	5	52	20	28	50	28	82	112	4	4	8	119	175	8	88	0	36	4	128						128																																								155	92	4	38	5	139						139																									7	78	5	30	3	116	32	0	18	4	54	170																								
"GA"	2012	"Irwin"	"Irwinville"	627	1	15	17	35	10	144	155	24	304	335	0	2	2	465	509	8	307	17	132	2	458						458																																								155	304	17	131	2	454						454																									7	246	14	114	2	376	84	3	33	0	120	496																								
"GA"	2012	"Irwin"	"Minnie"	240	1	10	11	23	9	57	66	12	121	133	1	1	2	189	212	8	119	9	56	2	186						186																																								155	123	9	54	2	188						188																									7	115	10	53	2	180	17	1	10	0	28	208																								
"GA"	2012	"Irwin"	"Mystic"	445	3	8	11	67	35	101	136	29	192	223	0	0	0	301	370	8	188	7	107	0	302						302																																								155	190	7	108	0	305						305																									7	168	7	87	0	262	49	5	42	0	96	358																								
"GA"	2012	"Irwin"	"Ocilla"	2521	55	42	98	859	416	524	947	387	328	718	1	8	9	902	1772	8	437	56	618	9	1120						1120																																								155	462	61	647	9	1179						1179																									7	321	45	490	10	866	373	50	417	0	840	1706																								
"GA"	2012	"Irwin"	"Osierfield"	56	1	1	2	46	15	35	50	30	83	114	0	0	0	119	166	8	88	2	39	0	129						129																																								155	88	2	39	0	129						129																									7	75	2	35	0	112	32	0	14	0	46	158																								
"GA"	2012	"Irwin"	"Roberts"	406	2	2	4	37	7	59	66	28	153	181	0	1	1	215	252	8	156	3	54	1	214						214																																								155	153	3	56	1	213						213																									7	141	3	51	1	196	34	1	15	0	50	246																								
"GA"	2012	"Jackson"	"Attica"	1097	6	16	23	243	84	168	253	153	437	599	0	0	0	621	875	9	407	16	162	0	585	167	6	79	0	252	837																																								117	482	18	191	0	691						691																									47	421	16	161	0	598	154	6	76	0	236	834																								
"GA"	2012	"Jackson"	"Center"	799	6	16	22	143	32	64	96	105	317	430	0	2	2	399	550	9	285	13	60	2	360	116	8	33	0	157	517																																								117	348	16	79	1	444						444																									47	302	16	66	2	386	97	6	27	0	130	516																								
"GA"	2012	"Jackson"	"Cunningham"	678	7	13	21	57	28	147	176	22	259	285	0	0	0	419	482	9	242	10	136	0	388	26	5	33	0	64	452																																								31	256	11	151	0	418						418																									50	253	13	149	0	415						415																								
"GA"	2012	"Jackson"	"Harrisburg"	1540	8	28	37	198	93	486	579	97	455	558	0	0	0	969	1174	9	427	25	461	0	913	116	8	93	0	217	1130																																								31	504	25	511	0	1040						1040																									50	479	25	499	0	1003						1003																								
"GA"	2012	"Jackson"	"Hoschton"	1049	3	19	22	120	45	353	400	72	354	440	0	0	1	726	863	9	338	19	331	1	689	80	2	53	0	135	824																																								31	387	20	362	1	770						770																									47	344	19	335	1	699	71	2	44	0	117	816																								
"GA"	2012	"Jackson"	"Miller"	1533	2	20	22	131	41	369	410	88	597	694	0	1	1	987	1127	9	552	22	347	0	921	113	0	50	1	164	1085																																								31	635	20	365	1	1021						1021																									50	627	18	361	1	1007						1007																								
"GA"	2012	"Jackson"	"Newtown"	1917	7	34	41	192	55	395	452	130	726	863	0	0	0	1155	1356	9	677	31	370	0	1078	150	7	60	0	217	1295																																								31	778	35	405	0	1218						1218																									47	686	32	372	0	1090	129	6	53	0	188	1278																								
"GA"	2012	"Jackson"	"North Jefferson"	4795	22	128	150	566	309	1905	2233	234	1042	1308	1	4	5	3079	3696	9	1001	125	1827	4	2957	242	22	328	1	593	3550																																								31	1142	129	1965	5	3241						3241																									50	1127	129	1932	5	3193						3193																								
"GA"	2012	"Jackson"	"North Minish"	1888	13	48	63	359	170	501	675	176	407	591	0	0	0	956	1329	9	371	45	471	0	887	189	17	175	0	381	1268																																								31	479	55	579	0	1113						1113																									50	476	55	556	0	1087						1087																								
"GA"	2012	"Jackson"	"Porter"	2978	8	65	74	320	155	1055	1220	157	769	949	0	2	2	1891	2245	9	747	58	998	2	1805	172	11	182	0	365	2170																																								31	836	60	1068	2	1966						1966																									47	740	60	1006	2	1808	177	6	163	0	346	2154																								
"GA"	2012	"Jackson"	"Randolph"	4521	20	82	105	424	216	1683	1920	187	1279	1501	1	4	5	3048	3531	9	1211	78	1623	3	2915	220	22	238	1	481	3396																																								31	1335	86	1719	3	3143						3143																									47	1221	79	1625	3	2928	203	20	222	1	446	3374																								
"GA"	2012	"Jackson"	"Redstone"	1509	10	20	30	279	105	294	401	164	443	616	0	0	0	757	1047	9	419	20	278	0	717	170	9	106	0	285	1002																																								117	503	24	326	0	853						853																									47	432	21	282	0	735	151	8	102	0	261	996																								
"GA"	2012	"Jackson"	"South Jefferson"	3130	27	64	95	600	396	1068	1480	177	490	687	0	0	0	1622	2262	9	468	62	1029	0	1559	188	32	380	0	600	2159																																								31	585	83	1222	0	1890						1890																									47	480	58	1047	0	1585	174	36	348	0	558	2143																								
"GA"	2012	"Jackson"	"South Minish"	2792	10	44	54	448	210	810	1032	228	641	878	0	0	0	1495	1964	9	583	44	752	0	1379	251	10	222	0	483	1862																																								31	748	48	878	0	1674						1674																									50	724	48	855	0	1627						1627																								
"GA"	2012	"Jackson"	"Talmo"	901	3	13	16	82	30	179	209	49	386	446	0	0	0	578	671	9	371	12	173	0	556	63	3	31	0	97	653																																								31	404	13	185	0	602						602																									50	410	13	185	0	608						608																								
"GA"	2012	"Jackson"	"Wilson"	747	5	11	16	76	15	130	147	56	292	351	0	0	0	433	514	9	259	8	115	0	382	80	6	23	0	109	491																																								31	316	11	129	0	456						456																									50	307	12	126	0	445						445																								
"GA"	2012	"Jasper"	"HILLSBORO"	356	18	9	27	92	33	43	79	41	135	177	0	0	0	187	283	10	144	15	59	0	218						218																																								129	154	15	66	0	235						235																									25	129	11	47	0	187	37	16	32	0	85	272																								
"GA"	2012	"Jasper"	"MARTIN & BURNEY"	2174	17	83	100	216	99	527	631	100	711	818	0	1	1	1322	1550	10	713	83	552	1	1349						1349																																								129	725	79	560	1	1365						1365																									25	687	82	512	0	1281	99	15	105	1	220	1501																								
"GA"	2012	"Jasper"	"MONTICELLO"	3050	152	97	249	1145	669	850	1523	318	287	611	6	14	20	1248	2403	10	427	132	1062	11	1632						1632																																								129	455	149	1158	13	1775						1775																									25	282	99	856	9	1246	295	144	584	7	1030	2276																								
"GA"	2012	"Jasper"	"SHADY DALE"	436	8	12	20	128	24	61	86	96	119	216	0	0	0	192	322	10	158	15	70	0	243						243																																								129	170	16	74	0	260						260																									25	114	11	58	0	183	91	7	25	0	123	306																								
"GA"	2012	"Jasper"	"SMITH/JORDAN/LAZENBY"	337	1	9	10	47	12	68	82	34	142	178	0	0	0	219	270	10	155	7	66	0	228						228																																								129	155	9	71	0	235						235																									25	138	7	64	0	209	33	1	11	0	45	254																								
"GA"	2012	"Jasper"	"THOMPSON & BARNES"	666	4	18	22	72	28	106	137	40	294	339	0	0	0	418	498	10	292	18	116	0	426						426																																								129	297	19	119	0	435						435																									25	283	17	103	0	403	42	4	24	0	70	473																								
"GA"	2012	"Jasper"	"WYATT"	953	9	24	33	145	45	174	219	91	352	453	0	0	0	550	705	10	378	29	183	0	590						590																																								129	385	27	193	0	605						605																									25	341	24	162	0	527	92	9	49	0	150	677																								
"GA"	2012	"JeffDavis"	"Altamaha 1"	623	0	20	20	65	32	189	222	33	189	227	0	0	0	398	469	12	155	17	159	0	331	60	2	48	0	110	441																																								156	165	15	169	0	349						349																									19	180	16	174	0	370						370																								
"GA"	2012	"JeffDavis"	"Altamaha 2"	1118	0	25	26	58	26	324	352	32	460	498	0	1	1	810	877	12	372	20	256	1	649	98	7	76	0	181	830																																								156	357	23	284	1	665						665																									19	390	24	300	0	714						714																								
"GA"	2012	"JeffDavis"	"Blackburn 1"	697	2	13	15	132	58	148	210	71	157	235	1	0	1	318	461	12	109	7	118	0	234	115	6	71	0	192	426																																								169	172	12	145	0	329						329																									19	180	13	159	0	352						352																								
"GA"	2012	"JeffDavis"	"Blackburn 2"	617	3	12	15	46	10	112	126	33	270	311	0	1	1	395	453	12	207	9	84	1	301	87	7	35	0	129	430																																								169	236	11	103	1	351						351																									19	250	11	113	1	375						375																								
"GA"	2012	"JeffDavis"	"Hazlehurst"	1322	30	21	51	512	205	135	345	275	170	449	2	0	2	326	847	12	134	16	111	0	261	291	33	207	0	531	792																																								149	246	32	181	0	459						459																									19	273	34	196	0	503						503																								
"GA"	2012	"JeffDavis"	"Ocmulgee 1"	1175	13	24	37	178	80	305	389	85	352	439	0	0	0	681	865	12	285	18	243	0	546	124	16	120	0	260	806																																								149	321	25	272	0	618						618																									19	348	28	304	0	680						680																								
"GA"	2012	"JeffDavis"	"Ocmulgee 2"	427	7	9	16	86	28	77	105	51	135	187	0	0	0	221	308	12	97	6	59	0	162	80	9	38	0	127	289																																								149	86	3	58	0	147						147	169	28	3	14	0	45						45													19	124	6	77	0	207						207																								
"GA"	2012	"JeffDavis"	"Whitehead 1"	868	7	19	26	143	50	248	300	85	193	281	1	0	1	460	608	12	151	18	181	0	350	110	9	93	1	213	563																																								169	206	21	225	1	453						453																									19	222	22	234	1	479						479																								
"GA"	2012	"JeffDavis"	"Whitehead 2"	622	2	20	22	55	12	126	139	41	241	287	0	0	0	387	448	12	176	15	100	0	291	93	6	26	0	125	416																																								169	223	18	110	0	351						351																									19	218	19	111	0	348						348																								
"GA"	2012	"Jefferson"	"Avera"	336	1	4	5	56	11	22	35	44	163	210	0	0	0	189	250	10	156	3	25	0	184						184																																								127						132	3	22	0	157	157																									23	137	2	19	0	158	46	1	14	0	61	219																								
"GA"	2012	"Jefferson"	"Bartow"	480	21	2	23	219	51	41	92	147	108	258	0	0	0	151	373	10	150	8	50	0	208						208																																								128						179	20	55	0	254	254																									23	106	2	39	0	147	126	21	41	0	188	335																								
"GA"	2012	"Jefferson"	"Louisville"	3407	89	79	169	1600	839	609	1454	672	263	935	0	0	0	951	2558	10	449	87	758	0	1294						1294																																								127						702	124	979	0	1805	1805																									23	267	66	572	0	905	557	82	666	0	1305	2210																								
"GA"	2012	"Jefferson"	"Matthews"	526	8	3	11	155	27	46	73	120	202	323	0	3	3	254	410	10	221	8	49	3	281						281																																								127						223	9	47	3	282	282																									23	193	3	43	3	242	108	8	19	0	135	377																								
"GA"	2012	"Jefferson"	"Stapleton"	544	5	4	9	137	20	42	62	112	194	312	0	0	0	240	383	10	209	6	43	0	258						258																																								127						184	8	35	0	227	227																									23	184	4	33	0	221	91	6	20	0	117	338																								
"GA"	2012	"Jefferson"	"Stapleton Crossroads"	364	11	1	12	132	38	43	81	83	97	180	0	0	0	141	273	10	114	4	47	0	165						165																																								127						130	11	49	0	190	190																									23	91	2	41	0	134	67	10	28	0	105	239																								
"GA"	2012	"Jefferson"	"Wadley"	1768	180	18	198	973	210	118	329	576	200	779	7	0	7	336	1313	10	336	40	165	2	543						543																																								128						560	170	226	4	960	960																									23	222	17	110	0	349	441	173	169	6	789	1138																								
"GA"	2012	"Jefferson"	"Wrens"	2381	42	31	74	989	232	209	441	711	496	1218	4	1	5	737	1738	10	709	31	242	3	985						985																																								127						919	56	298	3	1276	1276																									23	499	33	201	2	735	589	38	189	2	818	1553																								
"GA"	2012	"Jenkins"	"Court House"	1083	52	32	85	428	195	170	365	181	91	273	0	0	0	293	723	12	60	23	129	0	212	208	63	220	0	491	703																																								158	156	47	228	0	431						431																									23	96	30	174	0	300	156	49	137	0	342	642																								
"GA"	2012	"Jenkins"	"Four Points"	938	15	24	39	254	67	107	174	171	258	431	1	1	2	390	646	12	196	16	83	1	296	227	20	87	1	335	631																																								158	293	33	137	1	464						464																									23	233	20	105	1	359	167	14	61	1	243	602																								
"GA"	2012	"Jenkins"	"Jenkins Co Prim/Elem"	972	49	16	66	467	167	110	277	251	90	343	0	0	0	216	686	12	66	13	82	0	161	268	49	181	0	498	659																																								158	178	29	152	0	359						359																									23	94	21	98	0	213	209	41	147	0	397	610																								
"GA"	2012	"Jenkins"	"Perkins"	928	12	38	51	204	101	209	312	91	192	286	0	0	0	439	649	12	149	24	164	0	337	127	25	140	0	292	629																																								158	213	43	224	0	480						480																									23	176	34	185	0	395	81	14	93	0	188	583																								
"GA"	2012	"Jenkins"	"Senior Citizens Bld"	918	11	29	40	135	61	269	330	63	250	315	0	1	1	549	686	12	186	21	216	1	424	124	18	112	0	254	678																																								158	247	34	277	1	559						559																									23	237	29	263	1	530	57	11	50	0	118	648																								
"GA"	2012	"Johnson"	"Bray"	690	44	24	68	168	41	140	181	83	204	288	0	0	0	368	537	10	198	23	138	0	359						359																																								128						176	23	119	0	318	318																									23	187	25	131	0	343	66	7	31	0	104	447																								
"GA"	2012	"Johnson"	"Kite"	794	8	16	24	63	10	138	148	45	376	428	0	0	0	530	600	10	338	20	131	0	489						489																																								150	363	16	131	0	510	30	8	14	0	52	562																									23	350	15	131	0	496	42	8	12	0	62	558																								
"GA"	2012	"Johnson"	"Smith"	657	11	20	31	78	9	105	114	58	280	341	0	0	0	405	486	10	262	17	91	0	370						370																																								150	264	20	102	0	386	54	9	9	0	72	458																									23	237	18	87	0	342	70	11	17	0	98	440																								
"GA"	2012	"Johnson"	"Wrightsville"	2827	142	80	222	996	505	687	1196	349	370	731	0	0	0	1137	2149	10	437	98	759	0	1294						1294																																								128						327	82	531	0	940	940	150	159	36	270	0	465	50	29	93	0	172	637													23	349	77	656	0	1082	260	89	381	0	730	1812																								
"GA"	2012	"Jones"	"BARRON"	766	12	28	40	212	120	171	293	80	183	267	0	0	0	382	600	8	222	32	214	0	468						468																																								129	213	32	212	0	457						457																									25	177	29	169	0	375	80	11	113	0	204	579																								
"GA"	2012	"Jones"	"CLINTON"	1818	28	74	102	346	221	580	801	97	434	537	0	0	0	1088	1440	8	461	85	632	0	1178						1178																																								129	460	83	636	0	1179						1179																									25	406	71	533	0	1010	99	26	200	0	325	1335	26	4	3	23	0	30	2	0	7	0	9	39												
"GA"	2012	"Jones"	"DAVIDSON"	1168	23	15	39	183	77	289	367	83	372	462	0	0	0	676	868	8	390	21	297	0	708						708																																								144	363	21	289	0	673	83	17	65	0	165	838																									26	358	18	290	0	666	79	20	63	0	162	828																								
"GA"	2012	"Jones"	"ETHRIDGE"	1463	45	52	98	438	241	370	616	152	246	402	0	0	0	668	1116	8	311	70	445	0	826						826																																								129	317	70	451	0	838						838																									26	255	54	373	0	682	133	44	214	0	391	1073																								
"GA"	2012	"Jones"	"FINNEY"	2005	33	67	100	410	153	449	603	224	681	914	0	1	1	1198	1618	8	789	76	484	1	1350						1350																																								129	795	78	483	1	1357						1357																									25	671	68	446	1	1186	218	26	140	0	384	1570																								
"GA"	2012	"Jones"	"GRAY"	2059	21	51	73	419	266	732	1003	132	418	559	0	1	1	1202	1636	8	484	63	822	1	1370						1370																																								129	483	63	813	1	1360						1360																									26	405	53	721	1	1180	133	18	242	0	393	1573																								
"GA"	2012	"Jones"	"HAWKINS"	2482	74	46	121	1194	686	352	1042	434	269	705	0	1	1	668	1869	8	476	79	619	1	1175						1175																																								129	474	83	618	1	1176						1176																									26	264	50	357	1	672	413	70	657	0	1140	1812																								
"GA"	2012	"Jones"	"POPE"	1451	30	31	61	472	201	288	491	241	340	586	0	0	0	659	1138	8	434	46	339	0	819						819																																								129	266	39	212	0	517						517	144	129	9	103	0	241	81	9	75	0	165	406													25	313	31	281	0	625	248	29	187	0	464	1089																								
"GA"	2012	"Jones"	"ROBERTS"	2010	22	70	93	513	243	355	600	248	495	754	0	1	1	921	1448	8	616	80	445	1	1142						1142																																								144	491	71	352	1	915	226	23	225	0	474	1389																									26	475	77	354	1	907	249	20	231	0	500	1407																								
"GA"	2012	"Jones"	"SANDERS"	158	1	1	2	32	4	13	17	27	72	100	0	0	0	86	119	8	75	1	15	0	91						91																																								129	74	1	13	0	88						88																									25	74	1	12	0	87	21	1	4	0	26	113																								
"GA"	2012	"Jones"	"WHITE"	303	5	10	15	55	28	42	70	22	144	168	0	0	0	196	253	8	146	11	49	0	206						206																																								129	144	10	49	0	203						203																									25	143	9	39	0	191	22	5	28	0	55	246																								
"GA"	2012	"Lamar"	"BARNESVILLE FBC"	2478	71	25	97	1073	582	209	792	420	133	556	0	0	0	367	1445	3	334	54	447	0	835						835																																								131	324	48	422	0	794						794																									16	330	52	434	0	816						816																								
"GA"	2012	"Lamar"	"CHAPPELL MILL V. FD"	1333	4	35	39	168	73	262	336	91	367	468	0	1	1	665	844	3	390	36	275	1	702						702																																								130	393	35	269	1	698						698																									16	385	36	263	1	685						685																								
"GA"	2012	"Lamar"	"L C S C"	2660	45	55	103	461	249	714	972	167	498	684	0	0	0	1267	1759	3	568	80	794	0	1442						1442																																								131	542	76	735	0	1353						1353																									16	556	81	771	0	1408						1408																								
"GA"	2012	"Lamar"	"MILNER"	3291	23	65	92	474	225	825	1054	226	820	1067	0	2	2	1712	2215	3	909	76	881	2	1868						1868																																								130	895	77	855	2	1829						1829																									16	887	78	850	2	1817						1817																								
"GA"	2012	"Lamar"	"REDBONE"	584	3	15	18	70	23	122	146	44	197	248	0	0	0	334	412	3	210	14	126	0	350						350																																								131	203	14	120	0	337						337																									16	207	14	121	0	342						342																								
"GA"	2012	"Lamar"	"SENIOR CITZEN BLDG"	1303	15	32	47	356	200	312	514	141	210	356	0	0	0	554	917	3	266	33	388	0	687						687																																								130	264	29	381	0	674						674																									16	258	31	376	0	665						665																								
"GA"	2012	"Lanier"	"Lakeland"	2703	45	52	97	862	508	600	1118	305	423	738	4	3	7	1078	1960	8	543	71	730	3	1347						1347																																								176	624	77	874	5	1580						1580																									8	451	53	623	3	1130	239	40	416	2	697	1827																								
"GA"	2012	"Lanier"	"Sirmans"	426	1	3	4	79	31	86	118	47	127	179	0	0	0	216	301	8	136	4	95	0	235						235																																								176	157	4	110	0	271						271																									8	135	4	86	0	225	36	0	28	0	64	289																								
"GA"	2012	"Lanier"	"Stockton"	550	1	3	4	75	34	93	128	40	211	258	0	1	1	308	391	8	194	3	95	1	293						293																																								176	216	3	106	1	326						326																									8	191	3	90	1	285	44	0	28	0	72	357																								
"GA"	2012	"Lanier"	"Westside"	579	4	12	16	98	48	90	138	45	114	163	1	2	3	218	320	8	129	16	114	3	262						262																																								176	132	16	120	3	271						271																									8	114	12	89	2	217	41	4	45	1	91	308																								
"GA"	2012	"Laurens"	"Bailey"	946	18	31	51	153	61	189	252	74	422	503	0	0	0	642	806	12	370	27	153	0	550	118	22	90	0	230	780																																								144	396	34	182	0	612	70	16	61	0	147	759																									20	406	42	197	0	645						645																								
"GA"	2012	"Laurens"	"Brewton"	1291	15	27	43	238	90	169	262	133	481	621	0	0	0	677	926	12	381	21	125	0	527	222	20	127	0	369	896																																								150	480	24	169	0	673	119	17	85	0	221	894																									20	468	30	182	0	680						680																								
"GA"	2012	"Laurens"	"Buckeye"	807	25	10	35	331	124	72	197	182	208	392	0	0	0	290	624	12	167	5	57	0	229	213	30	123	0	366	595																																								150	215	11	80	0	306	152	26	99	0	277	583																									20	238	14	99	0	351						351																								
"GA"	2012	"Laurens"	"Burch"	323	5	6	11	68	18	18	37	45	156	202	0	0	0	180	250	12	130	4	16	0	150	66	8	19	0	93	243																																								149	151	9	20	0	180						180																									20	152	9	17	0	178						178																								
"GA"	2012	"Laurens"	"Burgamy"	780	44	18	62	335	111	74	186	180	190	372	0	0	0	282	620	12	156	16	59	0	231	194	43	110	0	347	578																																								144	177	17	77	0	271	166	46	98	0	310	581																									20	244	31	106	0	381						381																								
"GA"	2012	"Laurens"	"Cadwell"	592	4	14	19	77	18	102	120	55	292	348	0	0	0	408	487	12	222	12	73	0	307	119	7	42	0	168	475																																								149	290	12	105	0	407						407																									20	283	13	107	0	403						403																								
"GA"	2012	"Laurens"	"Calhoun Park"	5048	248	78	327	2665	1180	363	1550	1237	348	1595	0	0	0	789	3472	12	303	67	289	0	659	1181	268	1091	0	2540	3199																																								150	449	98	456	0	1003	1013	233	941	0	2187	3190																									20	794	158	684	0	1636						1636																								
"GA"	2012	"Laurens"	"Dudley"	907	14	33	47	164	54	168	222	96	392	490	0	0	0	593	759	12	322	29	136	0	487	146	16	77	0	239	726																																								150	396	35	173	0	604	77	9	39	0	125	729																									20	400	36	175	0	611						611																								
"GA"	2012	"Laurens"	"Family Life Center"	3479	48	173	223	756	402	1024	1433	306	703	1023	0	1	1	1901	2680	12	583	154	756	1	1494	402	68	602	0	1072	2566																																								150	753	180	1063	1	1997	235	41	315	0	591	2588																									20	781	195	1120	1	2097						2097																								
"GA"	2012	"Laurens"	"Fire Dept Sta #5"	2836	38	113	151	568	306	894	1208	224	732	965	0	0	0	1739	2324	12	609	91	673	0	1373	324	58	487	0	869	2242																																								150	746	117	903	0	1766	173	31	265	0	469	2235																									20	774	116	938	0	1828						1828																								
