0.084722	0.082493	0.000000	0.015211	0.158490	0.174237	0.261137	0.066934
-0.021871	-0.023059	0.000000	-0.000592	0.025491	0.051556	0.050756	-0.018729
["DEM":0.364541,"REP":0.618246,"OTH":0.017213]	["DEM":0.353684,"REP":0.628129,"OTH":0.018187]	["DEM":0.500000,"REP":0.500000,"OTH":0.500000]	["DEM":0.475425,"REP":0.513914,"OTH":0.010661]	["DEM":0.575143,"REP":0.415768,"OTH":0.009089]	["DEM":0.642359,"REP":0.349016,"OTH":0.008625]	["DEM":0.591727,"REP":0.399139,"OTH":0.009134]	["DEM":0.354377,"REP":0.629742,"OTH":0.015881]
