0.000000	0.066515	0.044635	0.048074
0.000000	0.012524	-0.007707	-0.000474
["DEM":0.500000,"REP":0.500000]	["DEM":0.594144,"REP":0.405856]	["DEM":0.413667,"REP":0.586333]	["DEM":0.495070,"REP":0.504930]
