0.267679	0.417863	0.037919	0.419677	0.129677	0.253920	0.159413	0.113939	0.124448	0.105747	0.052833	0.217705	0.122252	0.333439	0.198923	0.305555	0.072007	0.253293	0.151441	0.206686	0.171951	0.251997	0.041925	0.000000	0.132246	0.390502	0.141789
0.192936	0.225538	-0.001141	0.355875	-0.007068	0.015538	0.102371	0.091047	0.099037	0.007853	0.001317	0.013089	0.002043	0.222323	0.093057	0.208884	-0.014560	0.037579	0.079868	0.142564	0.025392	0.032121	0.001033	0.000000	0.062026	0.112338	-0.005240
["DEM":0.856696,"REP":0.139614,"OTH":0.003690]	["DEM":0.765499,"REP":0.230129,"OTH":0.004373]	["DEM":0.482290,"REP":0.515044,"OTH":0.002666]	["DEM":0.918932,"REP":0.076014,"OTH":0.005054]	["DEM":0.470763,"REP":0.527252,"OTH":0.001984]	["DEM":0.527980,"REP":0.469404,"OTH":0.002617]	["DEM":0.818169,"REP":0.178911,"OTH":0.002920]	["DEM":0.893493,"REP":0.100459,"OTH":0.006048]	["DEM":0.893046,"REP":0.102096,"OTH":0.004858]	["DEM":0.532197,"REP":0.462867,"OTH":0.004936]	["DEM":0.509886,"REP":0.487536,"OTH":0.002579]	["DEM":0.527682,"REP":0.469940,"OTH":0.002378]	["DEM":0.505710,"REP":0.491643,"OTH":0.002647]	["DEM":0.827832,"REP":0.166622,"OTH":0.005546]	["DEM":0.729540,"REP":0.266098,"OTH":0.004362]	["DEM":0.838596,"REP":0.158188,"OTH":0.003216]	["DEM":0.397732,"REP":0.601103,"OTH":0.001164]	["DEM":0.570806,"REP":0.425819,"OTH":0.003375]	["DEM":0.759136,"REP":0.236309,"OTH":0.004555]	["DEM":0.840681,"REP":0.155119,"OTH":0.004201]	["DEM":0.571739,"REP":0.426165,"OTH":0.002096]	["DEM":0.561081,"REP":0.436267,"OTH":0.002652]	["DEM":0.510218,"REP":0.487686,"OTH":0.002096]	["DEM":0.500000,"REP":0.500000,"OTH":0.500000]	["DEM":0.731623,"REP":0.265490,"OTH":0.002887]	["DEM":0.641174,"REP":0.356161,"OTH":0.002664]	["DEM":0.478862,"REP":0.518478,"OTH":0.002660]
