0.072810	0.031112	0.000000	0.037931
0.006281	-0.010932	0.000000	-0.009376
["DEM":0.537098,"REP":0.456870,"OTH":0.006033]	["DEM":0.316996,"REP":0.675688,"OTH":0.007317]	["DEM":0.500000,"REP":0.500000,"OTH":0.500000]	["DEM":0.368694,"REP":0.623591,"OTH":0.007715]
