[0.327014,0.484970,0.230011,0.278733,0.130069,0.553475,0.602766,0.298539,0.167415,0.185281,0.333066,0.293481,0.351054,0.282411,0.045232,0.247913,0.213142,0.146698,0.151160,0.137448,0.124997,0.355147,0.178050,0.112147,0.128367,0.047996,0.106059,0.239926,0.259643,0.125045,0.041673,0.273472,0.321019,0.122849,0.252696,0.186467]	[528.084418,315.920084,413.583612,439.504352,392.777779,492.657565,476.770223,343.930571,472.764211,435.051880,563.036506,506.328621,295.746614,311.099761,542.981083,353.776468,521.986743,468.828084,445.969110,380.500862,503.366747,295.690315,414.695357,280.529430,490.125366,460.866018,489.586373,360.227154,465.438525,468.467437,459.951711,307.696027,646.429433,486.521734,343.527376,382.629082]	4884
[0.151854,0.800620,0.226118,0.278733,0.130069,0.608109,0.743472,0.296710,0.167415,0.185281,0.305792,0.475697,0.523412,0.450144,0.045276,0.247913,0.220563,0.146698,0.151160,0.138179,0.124997,0.407506,0.178050,0.658183,0.128367,0.056351,0.084410,0.239926,0.218080,0.122568,0.041673,0.273472,0.317621,0.122849,0.253541,0.187108]	[408.708483,304.312157,412.917185,439.504352,392.777779,494.032727,477.011018,342.543712,472.764211,435.051880,556.316372,502.000324,294.024050,312.666041,567.703085,353.776468,452.362112,468.828084,445.969110,378.176010,503.366747,301.761084,414.695357,479.478239,490.125366,455.960397,485.664966,360.227154,483.508704,449.998453,459.951711,307.696027,630.196255,486.521734,338.823285,383.059199]	468
[0.352452,0.514869,0.187134,0.238073,0.131885,0.489931,0.756058,0.332308,0.172479,0.184910,0.294328,0.475697,0.523412,0.450144,0.068670,0.197207,0.231664,0.234492,0.149807,0.136556,0.127345,0.540843,0.197997,0.614669,0.131000,0.047174,0.079098,0.231909,0.221585,0.145290,0.041450,0.290036,0.435569,0.123556,0.253541,0.180179]	[391.318646,301.331701,435.576769,462.522107,393.418611,482.644135,477.619942,364.420221,473.988809,434.495155,563.024678,502.000324,294.024050,312.666041,521.394635,367.467267,486.051052,476.444074,446.128888,371.458276,474.788223,304.074470,428.031194,482.483062,464.141197,468.578074,481.455154,360.763410,490.997818,437.641500,460.589034,305.664758,571.098133,474.968470,338.823285,382.969809]	630
[0.344382,0.335265,0.254801,0.240423,0.132202,0.364550,0.756058,0.320675,0.171377,0.162260,0.286098,0.221433,0.527755,0.397013,0.081130,0.183988,0.189321,0.197763,0.117911,0.120818,0.119760,0.434805,0.169514,0.415777,0.165392,0.043265,0.073720,0.298016,0.198551,0.145290,0.155823,0.277633,0.424998,0.137144,0.331503,0.140621]	[316.052826,397.931418,418.464460,444.691550,388.484990,474.527525,477.619942,372.116628,437.441288,441.463874,559.326659,512.389820,295.947435,306.162042,528.253897,375.972586,459.442647,472.667253,414.627773,404.612367,500.601886,302.367674,437.197138,477.202041,426.214997,461.467398,479.393453,329.858835,507.377468,437.641500,497.761953,293.414843,527.304356,402.351382,327.398902,399.863726]	1349
[0.371872,0.627009,0.176523,0.253966,0.190517,0.635014,0.567816,0.575391,0.169904,0.208778,0.375433,0.182176,0.321360,0.236134,0.048447,0.272063,0.531846,0.313783,0.268498,0.352587,0.185780,0.348668,0.144519,0.573512,0.185423,0.127190,0.112701,0.370669,0.167803,0.260518,0.078904,0.284697,0.496207,0.217806,0.352295,0.114248]	[252.885125,329.188058,387.329005,479.217639,445.824307,480.300438,468.187554,392.145521,399.665120,465.968812,506.676378,511.124881,291.373640,336.811067,522.180989,397.270613,584.601550,529.535818,516.497954,395.715085,406.765265,294.624105,437.319060,506.545860,375.224300,418.639113,484.372617,389.420701,563.225497,531.374077,497.989450,291.028331,533.497018,496.119923,337.639725,374.283899]	3498
[0.474473,0.820002,0.197012,0.120954,0.288842,0.736400,0.498048,0.595725,0.524804,0.099658,0.217623,0.160065,0.321360,0.283535,0.043930,0.345261,0.580143,0.111781,0.202837,0.394713,0.297352,0.457241,0.099564,0.538504,0.121286,0.080546,0.091744,0.382708,0.194391,0.419945,0.128574,0.291483,0.560965,0.296645,0.359093,0.134602]	[272.018906,310.216449,389.128020,502.086981,473.493323,487.257011,498.098949,368.632488,460.068923,466.065730,533.438624,461.597641,291.373640,333.989497,508.839910,392.642971,589.766277,481.101109,552.644664,352.257153,363.629934,291.866132,462.068388,518.285332,435.998628,428.570016,500.724299,386.824531,559.734579,490.312803,462.497345,295.092660,535.860752,384.699640,339.011644,363.303438]	2339
[0.566239,0.622219,0.251382,0.148414,0.192633,0.526717,0.436145,0.491105,0.220777,0.110187,0.378589,0.429906,0.440986,0.449712,0.039712,0.321569,0.412596,0.244690,0.241385,0.352192,0.246129,0.586144,0.140709,0.502143,0.178567,0.108457,0.099493,0.374388,0.254711,0.441196,0.144515,0.288130,0.682993,0.276714,0.359093,0.169676]	[306.076282,298.691317,358.513619,543.576730,436.395276,493.579503,502.108667,460.836889,486.037113,458.974436,573.031257,488.182884,291.888183,316.098347,495.966521,411.866167,534.153055,474.198091,476.489182,380.639675,370.806165,282.029259,441.261732,530.192460,457.202454,438.520768,470.489703,380.247377,541.814491,516.317325,462.917223,302.520355,519.578895,436.369750,339.011644,364.755361]	2339
[0.185557,0.616674,0.355933,0.179478,0.234306,0.473222,0.678804,0.361796,0.118179,0.132489,0.441767,0.362077,0.505231,0.451218,0.035210,0.369503,0.398364,0.228327,0.195734,0.353309,0.171847,0.518725,0.085700,0.436997,0.165874,0.137901,0.096926,0.396896,0.346925,0.391426,0.102053,0.274819,0.577666,0.333442,0.402510,0.112136]	[286.667228,314.461989,360.221447,474.431797,488.682340,485.987733,464.172024,529.955253,466.209916,469.303562,580.809128,491.985139,297.422974,297.599160,435.954404,403.127135,605.620007,484.678879,438.760987,309.057531,383.958327,298.382714,524.662660,519.791432,455.099821,433.382025,504.849022,370.110342,532.093588,491.593481,485.809078,290.127907,489.167429,397.037674,335.791522,409.959993]	2294
[0.153963,0.300241,0.258489,0.093052,0.153464,0.603999,0.518337,0.454473,0.259265,0.201740,0.645211,0.384343,0.256468,0.218898,0.043213,0.285237,0.716477,0.333634,0.226585,0.191002,0.442452,0.520682,0.106132,0.151823,0.243352,0.111010,0.153516,0.342310,0.473227,0.319092,0.102951,0.227105,0.487563,0.404906,0.359093,0.160850]	[414.932725,354.950455,354.580508,528.743664,474.703052,466.744782,514.494611,492.468484,463.734780,387.136333,580.901715,513.440585,291.291176,333.549542,487.168929,401.945308,572.579288,392.925299,498.355780,423.966671,405.703431,294.747429,461.918297,398.832261,431.111172,421.326861,487.022687,371.230932,581.076390,508.723018,546.418518,315.364138,453.097819,445.831703,339.011644,401.046029]	3053
[0.389240,0.335951,0.435669,0.108303,0.189284,0.767591,0.813303,0.223630,0.301723,0.103687,0.212120,0.433995,0.256468,0.222392,0.075192,0.328405,0.415899,0.246530,0.122656,0.132495,0.341996,0.532866,0.211611,0.079325,0.261318,0.139340,0.244259,0.427494,0.522543,0.401652,0.147532,0.334920,0.476572,0.659801,0.410294,0.159341]	[452.282898,354.307312,349.990209,566.740686,501.389997,492.216708,490.099037,522.019717,526.357167,405.619709,514.159769,557.571739,291.291176,331.341145,483.153028,401.155936,543.224049,403.607012,451.683331,520.239553,372.702111,295.434265,436.159152,403.191625,396.334837,423.559768,516.160071,370.268815,544.058267,522.517824,526.572530,318.171848,453.655338,421.237649,337.165126,353.177856]	2426
