0.384869	0.651833	0.155871	0.655997	0.735565	0.526718	0.669529	0.678652	0.308886
0.037355	-0.072541	-0.017120	-0.141143	0.049870	-0.036606	-0.021968	-0.136781	-0.029150
["DEM":0.542699,"REP":0.446671,"OTH":0.010630]	["DEM":0.438302,"REP":0.548074,"OTH":0.013623]	["DEM":0.440866,"REP":0.549660,"OTH":0.009474]	["DEM":0.386461,"REP":0.598350,"OTH":0.015189]	["DEM":0.524709,"REP":0.458078,"OTH":0.017213]	["DEM":0.456622,"REP":0.524830,"OTH":0.018548]	["DEM":0.476016,"REP":0.508314,"OTH":0.015670]	["DEM":0.393471,"REP":0.592114,"OTH":0.014416]	["DEM":0.447041,"REP":0.540209,"OTH":0.012750]
