0.031341	0.028711	0.000000	0.070337	0.055802
-0.014273	-0.006561	0.000000	-0.031823	-0.027521
["DEM":0.136152,"REP":0.363848,"OTH":0.000000]	["DEM":0.192866,"REP":0.307134,"OTH":0.000000]	["DEM":0.500000,"REP":0.500000,"OTH":0.500000]	["DEM":0.136890,"REP":0.363110,"OTH":0.000000]	["DEM":0.126703,"REP":0.373297,"OTH":0.000000]
