[0.462942,0.550056,0.435884,0.380287,0.535262,0.384217,0.551534]	[535.852989,482.396163,507.811596,339.714696,414.250107,518.404576,407.005011]	263
[0.853495,0.359258,0.266477,0.408113,0.621793,0.648646,0.714009]	[543.689964,491.125386,454.542247,323.922114,410.284570,517.469261,483.458292]	191
[0.227614,0.359027,0.303723,0.437540,0.519194,0.668483,0.640659]	[511.750993,466.396205,367.202424,362.437292,415.524334,521.011130,584.689227]	147
[0.229749,0.227174,0.430009,0.154732,0.237030,0.495702,0.580201]	[523.013970,386.652436,360.422394,452.031363,437.473413,517.783057,587.543016]	663
[0.168436,0.429400,0.282843,0.313135,0.584032,0.664191,0.770147]	[548.530432,485.329238,368.947969,405.030871,360.628167,512.949401,568.560980]	829
[0.151904,0.198785,0.265124,0.312899,0.510904,0.671316,0.570633]	[523.703380,460.264072,376.524035,372.934387,395.624760,512.088188,601.652689]	232
[0.176738,0.498475,0.424387,0.232754,0.500853,0.647098,0.280020]	[604.848078,469.126756,456.057738,365.087738,371.078675,509.400716,458.579001]	223
[0.166841,0.611449,0.374871,0.276743,0.525839,0.563277,0.458861]	[549.772504,457.445211,375.758241,400.719915,354.749270,510.703026,598.924863]	243
[0.161264,0.597747,0.499954,0.290566,0.611971,0.598181,0.634353]	[552.166650,461.110227,525.702053,393.005890,345.224026,508.786969,437.191118]	226
[0.169134,0.463754,0.367612,0.206141,0.449839,0.526064,0.659810]	[495.848717,468.345316,520.768268,451.022782,323.612039,512.324198,437.157524]	373
[0.358089,0.436031,0.277746,0.148544,0.368249,0.670746,0.650222]	[510.694471,441.712698,372.157051,456.587605,367.380920,512.245913,577.381807]	544
[0.587778,0.192844,0.365438,0.259205,0.640924,0.322842,0.337571]	[509.518981,487.045468,519.706100,453.983676,336.977150,511.716183,393.812530]	681
[0.425658,0.205461,0.397741,0.348886,0.656895,0.360782,0.620915]	[510.177405,429.565937,372.966345,424.512754,412.739361,512.578905,595.059050]	476
[0.505909,0.215172,0.357752,0.414476,0.657342,0.265048,0.602766]	[492.274968,445.320119,525.624476,418.959149,419.167518,506.981125,428.760594]	271
[0.467782,0.192132,0.343647,0.395658,0.256875,0.572141,0.668905]	[478.622706,452.770684,525.404079,371.317008,459.979818,509.782433,426.528300]	350
[0.313622,0.277819,0.395879,0.388736,0.230606,0.431978,0.662201]	[437.642629,452.107574,545.310021,344.475063,501.028001,514.898364,436.305331]	297
[0.315455,0.318604,0.376302,0.607416,0.191630,0.119112,0.273387]	[469.297168,402.049358,460.826630,290.414791,536.772269,541.281809,595.146929]	679
[0.337751,0.294968,0.510746,0.756079,0.209601,0.167006,0.215486]	[474.497287,355.596952,583.933285,310.376382,473.900206,525.233432,551.337737]	727
[0.242686,0.189365,0.629114,0.640350,0.269862,0.074317,0.223386]	[498.483938,337.621076,416.810436,360.563647,465.099758,526.973587,666.115096]	493
[0.251461,0.207307,0.591791,0.471472,0.363438,0.055607,0.240221]	[451.761855,443.840558,401.600507,351.422169,393.869235,555.354644,667.490718]	474
