0.000000	0.047953	0.021442	0.051851	0.035652	0.043163
0.000000	-0.018159	-0.006011	-0.030873	0.001566	-0.024027
["DEM":0.500000,"REP":0.500000]	["DEM":0.310656,"REP":0.689344]	["DEM":0.359824,"REP":0.640176]	["DEM":0.202294,"REP":0.797706]	["DEM":0.521956,"REP":0.478044]	["DEM":0.221675,"REP":0.778325]
