0.000000	0.030928	0.042425	0.042452
0.000000	-0.008657	-0.013057	-0.004688
["DEM":0.500000,"REP":0.500000]	["DEM":0.360040,"REP":0.639960]	["DEM":0.346117,"REP":0.653883]	["DEM":0.444784,"REP":0.555216]
