0.343751	0.043449	0.037457	0.330270	0.361358	0.066065	0.000000	0.011051
0.062435	0.003262	0.001153	0.130452	0.145559	0.010805	0.000000	-0.001084
["DEM":0.579756,"REP":0.401526,"OTH":0.018718]	["DEM":0.524839,"REP":0.451529,"OTH":0.023632]	["DEM":0.505171,"REP":0.474993,"OTH":0.019836]	["DEM":0.685014,"REP":0.297096,"OTH":0.017890]	["DEM":0.684863,"REP":0.291553,"OTH":0.023584]	["DEM":0.569711,"REP":0.409555,"OTH":0.020734]	["DEM":0.500000,"REP":0.500000,"OTH":0.500000]	["DEM":0.442690,"REP":0.538971,"OTH":0.018339]
