0.033044	0.151789	0.052313	0.106075	0.142538	0.140356	0.170948	0.197262	0.185635	0.195020	0.258881	0.266482	0.372732	0.351122	0.347406	0.000000	0.082542	0.082944
-0.008756	-0.011507	-0.004750	-0.030940	-0.018645	-0.036039	0.031803	0.022203	0.019208	0.084325	0.014598	0.049638	0.080796	0.249493	0.233310	0.000000	0.000419	-0.019332
["DEM":0.367512,"REP":0.632488]	["DEM":0.462094,"REP":0.537906]	["DEM":0.454602,"REP":0.545398]	["DEM":0.354162,"REP":0.645838]	["DEM":0.434598,"REP":0.565402]	["DEM":0.371615,"REP":0.628385]	["DEM":0.593020,"REP":0.406980]	["DEM":0.556277,"REP":0.443723]	["DEM":0.551736,"REP":0.448264]	["DEM":0.716195,"REP":0.283805]	["DEM":0.528194,"REP":0.471806]	["DEM":0.593136,"REP":0.406864]	["DEM":0.608384,"REP":0.391616]	["DEM":0.855280,"REP":0.144720]	["DEM":0.835789,"REP":0.164211]	["DEM":0.500000,"REP":0.500000]	["DEM":0.502538,"REP":0.497462]	["DEM":0.383461,"REP":0.616539]
